Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Callejas-Quiroz, Fátima",57205296776,Dynamic analysis of the anomalous diffusion in catalyst particles considering chemical reactions with non-linear kinetics,"Callejas-Quiroz, F.| Hernández-Aguirre, A.| Morales-Cabrera, M.A.| Hernández-Martínez, E.",4.0,57205296776| 57202906998| 25650095800| 56013655800,2019.0,2019-04-15,Fuel,242,-,35-40,-,ISSN-00162361,16313.0,Journal,Elsevier Ltd,English,2.06,6,9.1,6,1.797,5,1.49,43.0,4.0,0.15,13.6,57.0,68.0,0.0,0.0,"Callejas-Quiroz, F., Hernández-Aguirre, A., Morales-Cabrera, M.A. and 1 more (...) (2019).Dynamic analysis of the anomalous diffusion in catalyst particles considering chemical reactions with non-linear kinetics. Fuel,24235-40",https://www.scopus.com/record/display.url?eid=2-s2.0-85059461057&origin=resultslist,10.1016/j.fuel.2019.01.017,Article,,2-s2.0-85059461057,-,Universidad Autónoma Metropolitana| Universidad Veracruzana,505017| 505056,Academic,2.0,60007909| 60028381,Universidad Veracruzana| Universidad Autónoma Metropolitana -Unidad Iztapalapa,57205296776,56013655800,25650095800,-,Mexico,1.0,1500| 1605| 2102| 2103,General Chemical Engineering| Organic Chemistry| Energy Engineering and Power Technology| Fuel Technology,2| 4,Engineering & Technology| Natural Sciences,249| 219| 221| 409,Engineering - Petroleum| Engineering - Chemical| Engineering - Electrical & Electronic| Chemistry,36| 37,Engineering| Physical Sciences,40,Engineering,4004| 4019| 4012,Chemical engineering| Resources engineering and extractive metallurgy| Fluid mechanics and thermal engineering,-,Neural Networks and Memristive Devices in Computing,331,93.198,Anomalous Diffusion in Complex Biological Systems,2875,92.653,Very Good,Nacional,2.0
