Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Guerrero, Lourdes Sánchez",57210585987,Competencies of Information Technology Professionals in Society 5.0,"Rodriguez-Abitia, G.| De Lourdes Sanchez-Guerrero, M.| Martinez-Perez, S.| Aguas-Garcia, N.",4.0,6506650045| 57210585987| 56423612800| 57210575674,2022.0,2022-11-01,Revista Iberoamericana de Tecnologias del Aprendizaje,17,4,343-350,-,ISSN-19328540,19700201532.0,Journal,Education Society of IEEE (Spanish Chapter),English,0.64,54,4,22,0.333,46,2.56,75.0,14.0,1.25,9.56,23.0,23.0,0.0,0.0,"Rodriguez-Abitia, G., De Lourdes Sanchez-Guerrero, M., Martinez-Perez, S. and 1 more (...) (2022).Competencies of Information Technology Professionals in Society 5.0. Revista Iberoamericana de Tecnologias del Aprendizaje,17(4) 343-350",https://www.scopus.com/record/display.url?eid=2-s2.0-85141505752&origin=resultslist,10.1109/RITA.2022.3217136,Article,Green,2-s2.0-85141505752,-,University of Seville| College of William and Mary| Universidad Autónoma Metropolitana| Universidad del Caribe,312032| 508043| 505017| 718414,Academic,4.0,60116053| 60016114| 60014923| 60033284| 60096249,Raymond A. Mason School of Business| William & Mary| Universidad Autónoma Metropolitana| Universidad de Sevilla| Universidad del Caribe,6506650045,57210575674,6506650045,-,Mexico| Spain| United States,3.0,2200| 3304,General Engineering| Education,2| 3,Engineering & Technology| Social Sciences & Management,318,Education & Training,41| 36,Education Studies| Engineering,46| 40,Information And Computing Sciences| Engineering,4607| 4010| 4008,"Graphics, augmented reality and games| Engineering practice and education| Electrical engineering",-,Digital Twin Integration in Smart Manufacturing Systems,1057,98.3,Human-Centric Innovations in Industry 5.0,27009,99.446,Very Good,Internacional,2.0
