Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Jiménez-Gutiérrez, Alan Roy",59416953000,Rediscovery of Oryzomys fulgens: implications for the taxonomy of Oryzomys,"González-Ruiz, N.| Ramírez-Pulido, J.| Jiménez-Gutiérrez, A.R.| Arroyo-Cabrales, J.",4.0,10041244600| 7801487409| 59416953000| 6602499045,2024.0,2024-05-30,Therya,15,2,230-241,-,ISSN-20073364,21100469599.0,Journal,Asociacion Mexicana de Mastozoologia,English,0.48,65,1.6,59,0.262,63,0.0,0.0,1.0,0.31,3.27,56.0,57.0,0.0,0.0,"González-Ruiz, N., Ramírez-Pulido, J., Jiménez-Gutiérrez, A.R. and 1 more (...) (2024).Rediscovery of Oryzomys fulgens: implications for the taxonomy of Oryzomys. Therya,15(2) 230-241",https://www.scopus.com/record/display.url?eid=2-s2.0-85209626002&origin=resultslist,10.12933/therya-24-5768,Article,Gold,2-s2.0-85209626002,-,Instituto Nacional de Antropología e Historia| Universidad Autónoma Metropolitana,713803| 505017,Academic,2.0,60028381| 60014923| 60092761,"Universidad Autónoma Metropolitana -Unidad Iztapalapa| Universidad Autónoma Metropolitana| Instituto Nacional de Antropología e Historia, Mexico",10041244600,6602499045,10041244600,-,Mexico,1.0,1103,Animal Science and Zoology,5,Life Sciences & Medicine,502,Agriculture & Forestry,32,Life Sciences,31| 41,Biological Sciences| Environmental Sciences,3109| 4104| 3103,Zoology| Environmental management| Ecology,SDG 13| SDG 15,Bats and Their Ecological Interactions in Diverse Habitats,1373,13.996,Diversity and Evolution of Sigmodontine Rodents,14743,64.547,Definitive,Nacional,2.0
