Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Morales-Mulia, Marcela M.",55993785200,Orexin-A up-regulates dopamine D2 receptor and mRNA in the nucleus accumbens Shell,"Morales-Mulia, S.| Magdaleno-Madrigal, V.M.| Nicolini, H.| Genis-Mendoza, A.| Morales-Mulia, M.",5.0,6602723290| 6507893903| 57188548343| 57202814255| 55993785200,2020.0,2020-12-01,Molecular Biology Reports,47,12,9689-9697,-,ISSN-03014851,14154.0,Journal,Springer Science and Business Media B.V.,English,0.66,53,1.8,82,0.532,53,0.62,15.0,12.0,0.46,15.06,36.0,49.0,0.0,0.0,"Morales-Mulia, S., Magdaleno-Madrigal, V.M., Nicolini, H. and 2 more (...) (2020).Orexin-A up-regulates dopamine D2 receptor and mRNA in the nucleus accumbens Shell. Molecular Biology Reports,47(12) 9689-9697",https://www.scopus.com/record/display.url?eid=2-s2.0-85095760616&origin=resultslist,10.1007/s11033-020-05979-2,Article,,2-s2.0-85095760616,33170427,Universidad Autónoma Metropolitana| Hospital Psiquiatrico Infantil Dr. Juan N Navarro| Instituto Nacional de Medicina Genomica| Universidad Nacional Autónoma de México,505017| 721104| 707723| 505023,Medical| Government| Academic,4.0,60032442| 110042295| 60095231| 60095172| 60010210,Universidad Nacional Autónoma de México| INPRFM| Instituto Nacional de Medicina Genómica| Hospital Psiquiatrico Infantil Dr. Juan N. Navarro| Universidad Autónoma Metropolitana Unidad Xochimilco,6602723290,55993785200,55993785200,-,Mexico,1.0,1311| 1312,Genetics| Molecular Biology,5,Life Sciences & Medicine,507,Biological Sciences,32,Life Sciences,31,Biological Sciences,3101,Biochemistry and cell biology,SDG 3,Obstructive Sleep Apnea and Quality of Life,194,75.082,Orexin's Role in Sleep and Behavioral Regulation,2749,95.912,Definitive,Nacional,4.0
