Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Escobar-Sánchez, Monserrat",58045520400,Probiotic Properties and Proteomic Analysis of Pediococcus pentosaceus 1101,"Escobar-Sánchez, M.| Carrasco-Navarro, U.| Juárez-Castelán, C.| Lozano-Aguirre Beltrán, L.| Pérez-Chabela, M.L.| Ponce-Alquicira, E.",6.0,58045520400| 57191586690| 57205060099| 57201333750| 55993683800| 57203801983,2023.0,2023-01-01,Foods,12,1,-,46,ISSN-23048158,21100898636.0,Journal,MDPI,English,1.25,17,7.4,2,0.87,12,0.66,13.0,29.0,3.44,8.42,7.0,6.0,1.0,0.0,"Escobar-Sánchez, M., Carrasco-Navarro, U., Juárez-Castelán, C. and 3 more (...) (2023).Probiotic Properties and Proteomic Analysis of Pediococcus pentosaceus 1101. Foods,12(1) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85145855476&origin=resultslist,10.3390/foods12010046,Article,Gold|Green,2-s2.0-85145855476,-,Universidad Autónoma Metropolitana| Universidad Nacional Autónoma de México,505017| 505023,Academic,2.0,60028381| 119214864| 60032442| 60172289,Universidad Autónoma Metropolitana -Unidad Iztapalapa| Departamento de Genética y Biología Molecular| Universidad Nacional Autónoma de México| Universidad Nacional Autónoma de México Campus Morelos,58045520400,57203801983,57203801983,-,Mexico,1.0,1106| 1110| 2404| 3306| 3601,Food Science| Plant Science| Microbiology| Health (social science)| Health Professions (miscellaneous),3| 5,Social Sciences & Management| Life Sciences & Medicine,502| 507,Agriculture & Forestry| Biological Sciences,34| 40| 32,Medical and Health| Social Sciences| Life Sciences,30| 31,"Agricultural, Veterinary And Food Sciences| Biological Sciences",3106| 3006,Industrial biotechnology| Food sciences,-,Probiotics and Their Impact on Health,525,88.031,Probiotic Potential of Lactobacillus Strains in Health,3918,98.422,Definitive,Nacional,2.0
