Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Bryan Gutiérrez, Anthony",57297481500,Finite size effect on the existence of the liquid–vapour spinodal curve,"Díaz-Herrera, E.| Cerón-García, E.| Bryan Gutiérrez, A.| Chapela, G.A.",4.0,23021108000| 57298493900| 57297481500| 55993718800,2022.0,2022-01-01,Molecular Physics,120,4,-,e1989071,ISSN-00268976,26990.0,Journal,Taylor and Francis Ltd.,English,0.54,61,3.5,48,0.383,56,0.43,8.0,5.0,0.43,11.69,46.0,53.0,0.0,0.0,"Díaz-Herrera, E., Cerón-García, E., Bryan Gutiérrez, A. and 1 more (...) (2022).Finite size effect on the existence of the liquid–vapour spinodal curve. Molecular Physics,120(4) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85117180897&origin=resultslist,10.1080/00268976.2021.1989071,Article,,2-s2.0-85117180897,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60028381,Universidad Autónoma Metropolitana -Unidad Iztapalapa,23021108000,55993718800,55993718800,-,Mexico,1.0,1304| 1312| 1606| 3104,Biophysics| Molecular Biology| Physical and Theoretical Chemistry| Condensed Matter Physics,4| 2| 5,Natural Sciences| Engineering & Technology| Life Sciences & Medicine,249| 409| 507| 439,Engineering - Petroleum| Chemistry| Biological Sciences| Physics & Astronomy,37| 32,Physical Sciences| Life Sciences,34,Chemical Sciences,3407| 3406,Theoretical and computational chemistry| Physical chemistry,-,Laser-Based Detection of Gas Concentrations,966,31.589,Nucleation Dynamics in Vapor and Liquid Systems,8298,65.373,Defensible,UAM,1.0
