Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"González, Mariá Cristina",57203789262,"Peripheral lymphocytes, obesity, and metabolic syndrome in young adults: An immunometabolism study","Rodríguez, C.P.| González, M.C.| Aguilar-Salinas, C.A.| Nájera-Medina, O.",4.0,57203787950| 57203789262| 55989775200| 6504614011,2018.0,2018-09-01,Metabolic Syndrome and Related Disorders,16,7,342-349,-,ISSN-15404196,26202.0,Journal,Mary Ann Liebert Inc.,English,0.6,58,2.9,53,0.726,38,0.83,16.0,32.0,0.7,11.35,17.0,38.0,0.0,0.0,"Rodríguez, C.P., González, M.C., Aguilar-Salinas, C.A. and 1 more (...) (2018).Peripheral lymphocytes, obesity, and metabolic syndrome in young adults: An immunometabolism study. Metabolic Syndrome and Related Disorders,16(7) 342-349",https://www.scopus.com/record/display.url?eid=2-s2.0-85052934560&origin=resultslist,10.1089/met.2018.0005,Article,,2-s2.0-85052934560,29957122,Universidad Autónoma Metropolitana| Instituto Nacional de Ciencias Medicas y Nutricion Salvador Zubiran,505017| 505009,Government| Academic,2.0,60028381| 60009149| 60010210,Universidad Autónoma Metropolitana -Unidad Iztapalapa| Instituto Nacional de la Nutrición Salvador Zubiran| Universidad Autónoma Metropolitana Unidad Xochimilco,57203787950,6504614011,6504614011,-,Mexico,1.0,2712| 2724,"Endocrinology, Diabetes and Metabolism| Internal Medicine",5,Life Sciences & Medicine,532,Medicine,34,Medical and Health,32| 42,Biomedical And Clinical Sciences| Health Sciences,3206| 4206,Medical biotechnology| Public health,SDG 3,Adipose Tissue Dynamics in Metabolic Health,409,77.044,Adipose Tissue Dynamics in Insulin Resistance,1503,98.759,Very Good,Nacional,2.0
