Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"García-Alcántara, Consuelo",6507465601,Induced stabilization of columnar phases in binary mixtures of discotic liquid crystals,"Cienega-Cacerez, O.| García-Alcántara, C.| Moreno-Razo, J.A.| Díaz-Herrera, E.| Sambriski, E.J.",5.0,56112874100| 6507465601| 56013616900| 23021108000| 8688786700,2016.0,2016-01-01,Soft Matter,12,4,1295-1312,-,ISSN-1744683X,145691.0,Journal,Royal Society of Chemistry,English,1.13,22,7.2,7,1.657,7,1.93,53.0,17.0,0.68,10.27,31.0,39.0,1.0,0.0,"Cienega-Cacerez, O., García-Alcántara, C., Moreno-Razo, J.A. and 2 more (...) (2016).Induced stabilization of columnar phases in binary mixtures of discotic liquid crystals. Soft Matter,12(4) 1295-1312",https://www.scopus.com/record/display.url?eid=2-s2.0-84955515090&origin=resultslist,10.1039/c5sm01959a,Article,,2-s2.0-84955515090,-,Delaware Valley University| Universidad Autónoma Metropolitana| Universidad Nacional Autónoma de México,722954| 505017| 505023,Academic,3.0,60028381| 60172283| 60025628,Universidad Autónoma Metropolitana -Unidad Iztapalapa| UNAM campus Juriquilla| Delaware Valley University,56112874100,8688786700,8688786700,-,Mexico| United States,2.0,1600| 3104,General Chemistry| Condensed Matter Physics,4,Natural Sciences,409| 439,Chemistry| Physics & Astronomy,37,Physical Sciences,40| 34| 51,Engineering| Chemical Sciences| Physical Sciences,-,-,-,Liquid Crystal Innovations in Optical Applications,165,61.871,Properties and Applications of Liquid Crystals,3002,87.797,Definitive,Internacional,2.0
