Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Flores-Marquez, R. C.",57210260451,Effects of the size and matrix microstructure on compression of borosilicate spheres -Zn22Al2Cu composites with foam behaviour,"Flores-Marquez, R.C.| Aragon-Lezama, J.A.| Torres Villaseñor, G.",3.0,57210260451| 55389211900| 55995886100,2018.0,2018-01-01,Revista Mexicana de Fisica,65,1,31-37,-,ISSN-0035001X,29758.0,Journal,Sociedad Mexicana de Fisica,English,0.54,62,1.3,67,0.19,77,0.35,8.0,0.0,0.0,12.98,82.0,74.0,0.0,0.0,"Flores-Marquez, R.C., Aragon-Lezama, J.A., Torres Villaseñor, G. (2018).Effects of the size and matrix microstructure on compression of borosilicate spheres -Zn22Al2Cu composites with foam behaviour. Revista Mexicana de Fisica,65(1) 31-37",https://www.scopus.com/record/display.url?eid=2-s2.0-85070063377&origin=resultslist,10.31349/REVMEXFIS.65.31,Article,Gold,2-s2.0-85070063377,-,Universidad Autónoma Metropolitana| Universidad Nacional Autónoma de México,505017| 505023,Academic,2.0,60014923| 60005971| 60032442,Universidad Autónoma Metropolitana| Instituto de Investigaciones en Materiales| Universidad Nacional Autónoma de México,57210260451,55995886100,57210260451,-,Mexico,1.0,3100,General Physics and Astronomy,4,Natural Sciences,439,Physics & Astronomy,37,Physical Sciences,40| 51,Engineering| Physical Sciences,5107| 5104| 4013,Particle and high energy physics| Condensed matter physics| Geomatic engineering,-,Composite Structures in Vibration and Impact Resistance,163,89.274,Aluminum Foam Structures for Energy Absorption,886,95.898,Definitive,Nacional,2.0
