Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Soler-Pérez-Salazar, María J.",57225048919,Maize and sorghum field segregation using multi-temporal Sentinel-2 data in central Mexico,"Soler-Pérez-Salazar, M.J.| Ortega-García, N.| Vaca-Mier, M.| Cram-Hyedric, S.",4.0,57225048919| 57225049388| 57210639184| 59159590200,2021.0,2021-04-01,Journal of Applied Remote Sensing,15,2,-,024513,ISSN-19313195,9500154105.0,Journal,SPIE,English,0.61,57,3,37,0.453,40,1.05,18.0,4.0,0.16,12.63,55.0,70.0,0.0,0.0,"Soler-Pérez-Salazar, M.J., Ortega-García, N., Vaca-Mier, M. and 1 more (...) (2021).Maize and sorghum field segregation using multi-temporal Sentinel-2 data in central Mexico. Journal of Applied Remote Sensing,15(2) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85109000188&origin=resultslist,10.1117/1.JRS.15.024513,Article,,2-s2.0-85109000188,-,Universidad Autónoma Metropolitana| Universidad Nacional Autónoma de México,505017| 505023,Academic,2.0,60014923| 116477323| 60032442,Universidad Autónoma Metropolitana| Instituto Tecnológico Superior de Salvatierra| Universidad Nacional Autónoma de México,57225048919,59159590200,57225048919,-,Mexico,1.0,1900,General Earth and Planetary Sciences,4| 2,Natural Sciences| Engineering & Technology,249| 451| 450| 416,Engineering - Petroleum| Geophysics| Geology| Earth & Marine Sciences,37,Physical Sciences,40| 37,Engineering| Earth Sciences,3701| 4013| 3709,Atmospheric sciences| Geomatic engineering| Physical geography and environmental geoscience,SDG 2,Image Classification and Mapping,158,93.852,Remote Sensing Innovations for Crop Classification,7098,99.221,Very Good,Nacional,2.0
