Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Becerril, Ernesto Rivera",56426202700,Valorization of cactus cladode wastes and chitin nanowhiskers in biocomposite designed for sorption of new methylene blue,"Escárcega Olivares, F.T.| Olayo-Valles, R.| García-Arrazola, R.| Vázquez-Torres, H.| Becerril, E.R.| Esparza-Schulz, J.M.| Shirai, K.",7.0,58198896200| 7801614581| 16686287700| 6602853187| 56426202700| 55856922200| 55993639400,2023.0,2023-12-01,International Journal of Environmental Science and Technology,20,12,13655-13672,-,ISSN-17351472,4000148503.0,Journal,Institute for Ionics,English,0.77,42,5.6,16,0.598,23,4.14,101.0,3.0,0.26,11.64,49.0,63.0,0.0,0.0,"Escárcega Olivares, F.T., Olayo-Valles, R., García-Arrazola, R. and 4 more (...) (2023).Valorization of cactus cladode wastes and chitin nanowhiskers in biocomposite designed for sorption of new methylene blue. International Journal of Environmental Science and Technology,20(12) 13655-13672",https://www.scopus.com/record/display.url?eid=2-s2.0-85153771864&origin=resultslist,10.1007/s13762-023-04944-3,Article,,2-s2.0-85153771864,-,Universidad Autónoma Metropolitana| Universidad Nacional Autónoma de México,505017| 505023,Academic,2.0,60014923| 60032442,Universidad Autónoma Metropolitana| Universidad Nacional Autónoma de México,58198896200,55993639400,55993639400,-,Mexico,1.0,1100| 2304| 2305,General Agricultural and Biological Sciences| Environmental Chemistry| Environmental Engineering,4| 2| 5,Natural Sciences| Engineering & Technology| Life Sciences & Medicine,249| 424| 502,Engineering - Petroleum| Environmental Sciences| Agriculture & Forestry,37| 32,Physical Sciences| Life Sciences,MD,Multidisciplinary,MD,Multidisciplinary,-,Chitosan Applications in Health and Food Packaging,881,93.656,Chitin and Chitosan: Sustainable Biopolymer Applications,6238,99.097,Definitive,Nacional,2.0
