Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Sánchez-Salazar, Erick Alejandro",57444897200,"Draft Genome Sequence of Methanobacterium paludis IBT-C12, Recovered from Sediments of the Apatlaco River, Mexico","Sánchez-Salazar, E.A.| Hernández-Jaimes, L.| Breton-Deval, L.| Sánchez-Reyes, A.",4.0,57444897200| 57444897300| 57190746574| 55957088500,2022.0,2022-02-01,Microbiology Resource Announcements,11,2,-,e00906-21,ISSN-2576098X,21100884986.0,Journal,American Society for Microbiology,English,0.27,81,1.6,61,0.283,74,0.48,7.0,3.0,0.29,10.31,56.0,62.0,0.0,0.0,"Sánchez-Salazar, E.A., Hernández-Jaimes, L., Breton-Deval, L. and 1 more (...) (2022).Draft Genome Sequence of Methanobacterium paludis IBT-C12, Recovered from Sediments of the Apatlaco River, Mexico. Microbiology Resource Announcements,11(2) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85124308759&origin=resultslist,10.1128/mra.00906-21,Article,Gold|Green,2-s2.0-85124308759,-,Universidad Autonoma del Estado de Morelos| Universidad Autónoma Metropolitana| Universidad Nacional Autónoma de México,505016| 505017| 505023,Academic,3.0,60014923| 60028381| 60025626| 60011300| 60172289,Universidad Autónoma Metropolitana| Universidad Autónoma Metropolitana -Unidad Iztapalapa| Universidad Autónoma del Estado de Morelos| Instituto de Biotecnología de la UNAM| Universidad Nacional Autónoma de México Campus Morelos,57444897200,55957088500,55957088500,-,Mexico,1.0,1311| 1312| 2401,Genetics| Molecular Biology| Immunology and Microbiology (miscellaneous),5,Life Sciences & Medicine,507,Biological Sciences,32,Life Sciences,31,Biological Sciences,3107| 3105| 3104,Microbiology| Genetics| Evolutionary biology,-,Gut Microbiota and Its Role in Health,80,99.215,Metagenomic Insights into Microbial Community Dynamics,9066,98.726,Very Good,Nacional,3.0
