Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"López Callejas, Raymundo",6701841230,"Efficiency of opuntia ficus in the phytoremediation of a soil contaminated with used motor oil and lead, compared to that of lolium perenne and aloe barbadensis","Escobar-Alvarado, L.F.| Vaca-Mier, M.| López-Callejas, R.| Rojas-Valencia, M.N.",4.0,57197853376| 23092146200| 6701841230| 6506318856,2018.0,2018-01-28,International Journal of Phytoremediation,20,2,184-189,-,ISSN-15226514,23273.0,Journal,Taylor and Francis Inc.,English,0.9,36,3.9,20,0.625,30,0.67,34.0,9.0,0.3,13.24,44.0,58.0,0.0,0.0,"Escobar-Alvarado, L.F., Vaca-Mier, M., López-Callejas, R. and 1 more (...) (2018).Efficiency of opuntia ficus in the phytoremediation of a soil contaminated with used motor oil and lead, compared to that of lolium perenne and aloe barbadensis. International Journal of Phytoremediation,20(2) 184-189",https://www.scopus.com/record/display.url?eid=2-s2.0-85048493631&origin=resultslist,10.1080/15226514.2017.1365332,Article,,2-s2.0-85048493631,29053343,Universidad Autónoma Metropolitana| Universidad Nacional Autónoma de México,505017| 505023,Academic,2.0,60023193| 60032442,Universidad Autónoma Metropolitana - Azcapotzalco| Universidad Nacional Autónoma de México,57197853376,6506318856,6506318856,-,Mexico,1.0,1110| 2304| 2310,Plant Science| Environmental Chemistry| Pollution,4| 5| 2| 3,Natural Sciences| Life Sciences & Medicine| Engineering & Technology| Social Sciences & Management,424| 502| 249,Environmental Sciences| Agriculture & Forestry| Engineering - Petroleum,37| 32,Physical Sciences| Life Sciences,31| 34| 41,Biological Sciences| Chemical Sciences| Environmental Sciences,-,-,SDG 3| SDG 15,Microbial Solutions for Hydrocarbon Biodegradation,308,83.322,Phytoremediation Techniques for Hydrocarbon Contaminated Soils,6121,93.235,Defensible,Nacional,2.0
