Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"de Jesús-Martínez, Yesenia",57199506315,Dynamic soil-structure interaction of ductile steel frames in soft soils,"Tapia-Hernández, E.| De Jesús-Martínez, Y.| Sola, L.F.",3.0,56626069100| 57199506315| 57199506574,2017.0,2017-01-01,Advanced Steel Construction,13,4,361-377,-,ISSN-1816112X,19700174655.0,Journal,Hong Kong Institute of Steel Construction,English,0.84,39,1.6,45,0.595,32,0.37,22.0,5.0,0.2,10.17,54.0,63.0,0.0,0.0,"Tapia-Hernández, E., De Jesús-Martínez, Y., Sola, L.F. (2017).Dynamic soil-structure interaction of ductile steel frames in soft soils. Advanced Steel Construction,13(4) 361-377",https://www.scopus.com/record/display.url?eid=2-s2.0-85038117893&origin=resultslist,10.18057/IJASC.2017.13.4.3,Article,Gold,2-s2.0-85038117893,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60023193,Universidad Autónoma Metropolitana - Azcapotzalco,56626069100,57199506574,56626069100,-,Mexico,1.0,2205| 2210| 2211| 2215,Civil and Structural Engineering| Mechanical Engineering| Mechanics of Materials| Building and Construction,2,Engineering & Technology,433| 220| 106| 222,Materials Science| Engineering - Civil & Structural| Architecture| Engineering - Mechanical,36,Engineering,40,Engineering,4015| 4017| 4005,Maritime engineering| Mechanical engineering| Civil engineering,-,Soil Mechanics and Foundation Design,495,70.111,Soil Structure Interaction and Dynamic Response Insights,8683,90.856,Definitive,UAM,1.0
