Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Castillo-Sánchez, Jean Luis",58919502300,Strongly Bound Frenkel Excitons on TiO2Nanoparticles: An Evolutionary and DFT Approach,"Olvera-Neria, O.| García-Cruz, R.| Gonzalez-Torres, J.| García-Cruz, L.M.| Castillo-Sánchez, J.L.| Poulain, E.",6.0,56013673300| 56548777900| 55430103300| 57188756931| 58919502300| 55953457000,2024.0,2024-01-01,International Journal of Photoenergy,2024,-,-,4014216,ISSN-1110662X,145581.0,Journal,Hindawi Limited,English,1.2,21,9,16,0.625,33,0.76,11.0,11.0,1.2,9.15,13.0,25.0,0.0,0.0,"Olvera-Neria, O., García-Cruz, R., Gonzalez-Torres, J. and 3 more (...) (2024).Strongly Bound Frenkel Excitons on TiO2Nanoparticles: An Evolutionary and DFT Approach. International Journal of Photoenergy,2024",https://www.scopus.com/record/display.url?eid=2-s2.0-85186643171&origin=resultslist,10.1155/2024/4014216,Article,Gold|Green,2-s2.0-85186643171,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60023193,Universidad Autónoma Metropolitana - Azcapotzalco,56013673300,55953457000,56013673300,-,Mexico,1.0,1600| 2105| 2500| 3107,"General Chemistry| Renewable Energy, Sustainability and the Environment| General Materials Science| Atomic and Molecular Physics, and Optics",4| 2,Natural Sciences| Engineering & Technology,433| 439| 409| 221,Materials Science| Physics & Astronomy| Chemistry| Engineering - Electrical & Electronic,37| 36,Physical Sciences| Engineering,34,Chemical Sciences,3406,Physical chemistry,SDG 7,Photocatalytic Properties of Titanium Dioxide Structures,62,94.768,Structural and Electronic Properties of Titanium Oxide Nanoparticles,63975,69.304,Definitive,UAM,1.0
