Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Villegas, Alejandro",56192178400,"Nesting of Morelet’s crocodile, Crocodylus moreletii (Dumeril and Bibron), in Los Tuxtlas, Mexico","Villegas, A.| Mendoza, G.D.| Arcos-García, J.L.| Reynoso, V.H.",4.0,56192178400| 7006056546| 14053681900| 55993704600,2017.0,2017-11-01,Brazilian Journal of Biology,77,4,724-730,-,ISSN-15196984,13841.0,Journal,Instituto Internacional de Ecologia,English,0.73,47,1.4,44,0.523,29,0.98,26.0,9.0,0.31,6.39,44.0,56.0,0.0,0.0,"Villegas, A., Mendoza, G.D., Arcos-García, J.L. and 1 more (...) (2017).Nesting of Morelet’s crocodile, Crocodylus moreletii (Dumeril and Bibron), in Los Tuxtlas, Mexico. Brazilian Journal of Biology,77(4) 724-730",https://www.scopus.com/record/display.url?eid=2-s2.0-85030672498&origin=resultslist,10.1590/1519-6984.19015,Article,Gold|Green,2-s2.0-85030672498,28355391,Universidad del Mar| Universidad Autónoma Metropolitana| Universidad Nacional Autónoma de México,715579| 505017| 505023,Academic,3.0,60010210| 60032442| 60023058,"Universidad Autónoma Metropolitana Unidad Xochimilco| Universidad Nacional Autónoma de México| Universidad del Mar, Puerto Ángel",56192178400,55993704600,-,-,Mexico,1.0,1100,General Agricultural and Biological Sciences,5,Life Sciences & Medicine,502,Agriculture & Forestry,32,Life Sciences,31| 30,"Biological Sciences| Agricultural, Veterinary And Food Sciences",3005| 3109| 3103,Fisheries sciences| Zoology| Ecology,SDG 11,Conservation Strategies for Endangered Species Management,689,51.145,Crocodilian Population Dynamics and Genetic Insights,8242,73.898,Definitive,Nacional,3.0
