Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Morton Gutiérrez, Jorge Luis",59355153800,On Actor Network Theory and the role of AI in climate change,"Morton Gutiérrez, J.L.",1.0,59355153800,2024.0,2024-06-28,European Public and Social Innovation Review,9,-,-,-,ISSN-25299824,21101023975.0,Journal,HISIN (History of Information Systems),Spanish,0.63,54,0.1,97,0.171,71,0.95,25.0,0.0,0.0,4.41,70.0,70.0,0.0,0.0,"Morton Gutiérrez, J.L. (2024).On Actor Network Theory and the role of AI in climate change. European Public and Social Innovation Review,9",https://www.scopus.com/record/display.url?eid=2-s2.0-85205725886&origin=resultslist,10.31637/epsir-2024-518,Article,Gold,2-s2.0-85205725886,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60014923,Universidad Autónoma Metropolitana,-,-,59355153800,59355153800,Mexico,1.0,2001| 3303| 3312,"Economics, Econometrics and Finance (miscellaneous)| Development| Sociology and Political Science",3,Social Sciences & Management,317| 315| 342,Economics & Econometrics| Development Studies| Sociology,35| 40,Business and Economics| Social Sciences,44,Human Society,4404| 4410| 4407,Development studies| Sociology| Policy and administration,SDG 13,Machine Learning Techniques in Sentiment Analysis,5,99.738,AI Innovations in Energy and Consumer Impact,65957,97.08,Definitive,Personal,1.0
