Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Ayala-Guerrero, Lorelei",57778470300,Serum Levels of Glial Fibrillary Acidic Protein Association with Cognitive Impairment and Type 2 Diabetes,"Ayala-Guerrero, L.| García-delaTorre, P.| Sánchez-García, S.| Guzmán-Ramos, K.",4.0,57778470300| 23768126600| 23768440200| 26325494600,2022.0,2022-07-01,Archives of Medical Research,53,5,501-507,-,ISSN-01884409,27544.0,Journal,Elsevier Inc.,English,1.18,22,10,8,1.066,18,0.44,7.0,15.0,1.97,7.6,21.0,13.0,0.0,0.0,"Ayala-Guerrero, L., García-delaTorre, P., Sánchez-García, S. and 1 more (...) (2022).Serum Levels of Glial Fibrillary Acidic Protein Association with Cognitive Impairment and Type 2 Diabetes. Archives of Medical Research,53(5) 501-507",https://www.scopus.com/record/display.url?eid=2-s2.0-85133368843&origin=resultslist,10.1016/j.arcmed.2022.06.001,Article,,2-s2.0-85133368843,35794041,Hospital de Especialidades| Universidad Autónoma Metropolitana| Instituto Mexicano del Seguro Social| Universidad Nacional Autónoma de México,505031| 505017| 505006| 505023,Medical| Academic| Government,4.0,60032442| 60008467| 60019221| 60014923,Universidad Nacional Autónoma de México| Instituto Mexicano del Seguro Social| UMAE Hospital de Especialidades Centro Medico Nacional Siglo XXI| Universidad Autónoma Metropolitana,57778470300,26325494600,26325494600,-,Mexico,1.0,2700,General Medicine,5,Life Sciences & Medicine,532,Medicine,34,Medical and Health,32| 42,Biomedical And Clinical Sciences| Health Sciences,-,-,SDG 3,Diabetes Management and Cardiovascular Health Insights,377,92.086,Cognitive Decline and Diabetes Mellitus Connections,4275,96.621,Defensible,Nacional,4.0
