Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Ramírez-Mondragón, Xavier",57205349074,Projective Reed–Muller type codes on higher dimensional scrolls,"Carvalho, C.| Ramírez-Mondragón, X.| Neumann, V.G.L.| Tapia-Recillas, H.",4.0,7103030645| 57205349074| 15729761300| 56000906200,2019.0,2019-09-15,"Designs, Codes, and Cryptography",87,9,2027-2042,-,ISSN-09251022,25862.0,Journal,Springer New York LLC,English,1.57,11,2.9,9,1.174,14,0.24,6.0,2.0,0.11,9.41,67.0,71.0,0.0,0.0,"Carvalho, C., Ramírez-Mondragón, X., Neumann, V.G.L. and 1 more (...) (2019).Projective Reed–Muller type codes on higher dimensional scrolls. Designs, Codes, and Cryptography,87(9) 2027-2042",https://www.scopus.com/record/display.url?eid=2-s2.0-85059693805&origin=resultslist,10.1007/s10623-018-00603-8,Article,,2-s2.0-85059693805,-,Universidad Autónoma Metropolitana| Universidade Federal de Uberlândia,505017| 602035,Academic,2.0,60015104| 60028381,Universidade Federal de Uberlândia| Universidad Autónoma Metropolitana -Unidad Iztapalapa,7103030645,56000906200,57205349074,-,Mexico| Brazil,2.0,1706| 2604,Computer Science Applications| Applied Mathematics,2| 4,Engineering & Technology| Natural Sciences,431| 213| 212,Mathematics| Data Science| Computer Science & Information Systems,37| 38,Physical Sciences| Computer Science,40| 46| 49,Engineering| Information And Computing Sciences| Mathematical Sciences,-,-,-,Coding and Information Storage,1230,14.585,Linear Codes in Finite Fields,42180,50.211,Definitive,Internacional,1.0
