Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Navarro Fuentes, Carlos Alberto",58779183200,THE IDEA OF “NATION” IN THE SOURCES OF THE INDEPENDENT AMERICAN WORLD,"Navarro Fuentes, C.A.",1.0,58779183200,2022.0,2022-01-01,"Clio. Revista de Historia, Ciencias Humanas y Pensamiento Critico.",2,3,98-117,-,ISSN-26609037,21101196742.0,Journal,Ediciones Clio,Spanish,0,96,-,-,-,-,0.0,2.0,0.0,0.0,4.11,81.0,80.0,0.0,0.0,"Navarro Fuentes, C.A. (2022).THE IDEA OF “NATION” IN THE SOURCES OF THE INDEPENDENT AMERICAN WORLD. Clio. Revista de Historia, Ciencias Humanas y Pensamiento Critico.,2(3) 98-117",https://www.scopus.com/record/display.url?eid=2-s2.0-85182668063&origin=resultslist,10.5281/zenodo.5851749,Article,,2-s2.0-85182668063,-,Universidad Autónoma Metropolitana| Universidad Nacional Autónoma de México,505017| 505023,Academic,2.0,60032442| 60014923,Universidad Nacional Autónoma de México| Universidad Autónoma Metropolitana,-,-,58779183200,58779183200,Mexico,1.0,1200| 3300,General Arts and Humanities| General Social Sciences,1| 3,Arts & Humanities| Social Sciences & Management,-,-,33| 40,Arts and Humanities| Social Sciences,-,-,-,-,-,Cultural Dynamics and Social Integration in Latin America,1456,4.709,Nineteenth Century Argentine Historiography and National Identity,32890,20.487,Other,Personal,2.0
