Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Sánchez, Elisa",57192545261,Determination of energy to be supplied by photovoltaic systems for fan-pad systems in cooling process of greenhouses,"Romantchik, E.| Ríos, E.| Sánchez, E.| López, I.| Sánchez, J.R.",5.0,56507332100| 57192546227| 57192545261| 57203599391| 57204324027,2017.0,2017-01-01,Applied Thermal Engineering,114,-,1161-1168,-,ISSN-13594311,13688.0,Journal,Elsevier Ltd,English,1.85,7,5.3,10,1.505,6,1.31,48.0,32.0,1.27,10.23,18.0,23.0,0.0,0.0,"Romantchik, E., Ríos, E., Sánchez, E. and 2 more (...) (2017).Determination of energy to be supplied by photovoltaic systems for fan-pad systems in cooling process of greenhouses. Applied Thermal Engineering,1141161-1168",https://www.scopus.com/record/display.url?eid=2-s2.0-85006705631&origin=resultslist,10.1016/j.applthermaleng.2016.10.011,Article,,2-s2.0-85006705631,-,Universidad Autónoma Metropolitana| Universidad Autonoma Chapingo,505017| 505047,Academic,2.0,60010597| 60028381,Universidad Autónoma Chapingo| Universidad Autónoma Metropolitana -Unidad Iztapalapa,56507332100,57204324027,57192546227,-,Mexico,1.0,1507| 2102| 2209| 2210,Fluid Flow and Transfer Processes| Energy Engineering and Power Technology| Industrial and Manufacturing Engineering| Mechanical Engineering,2,Engineering & Technology,222| 219| 221| 249,Engineering - Mechanical| Engineering - Chemical| Engineering - Electrical & Electronic| Engineering - Petroleum,36,Engineering,40,Engineering,4017| 4012,Mechanical engineering| Fluid mechanics and thermal engineering,SDG 7,Optimizing Greenhouse Systems for Enhanced Crop Yield,1404,58.993,Greenhouse Climate Management Systems,6700,92.002,Very Good,Nacional,2.0
