Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Carlos, Urrutia",58235250700,"Perfluorohexane sulfonate (PFHxS) disturbs the estrous cycle, ovulation rate, oocyte cell communication and calcium homeostasis in mice","Adyeni, B.S.| Carlos, U.| Tatiana, H.M.| Luisa, G.| Jessica, T.| Eduardo, C.| Miguel, B.| Fahiel, C.| Alma, L.| Edmundo, B.| Ivan, B.O.",11.0,58236385400| 58235250700| 58234806800| 58235470000| 58236385500| 57458228500| 57458456200| 58234806900| 57458679200| 56287585400| 57458679300,2023.0,2023-06-01,Reproductive Biology,23,2,-,100768,ISSN-1642431X,69085.0,Journal,Elsevier B.V.,English,0.62,53,3.9,22,0.57,22,0.67,10.0,16.0,2.31,6.92,14.0,10.0,0.0,0.0,"Adyeni, B.S., Carlos, U., Tatiana, H.M. and 8 more (...) (2023).Perfluorohexane sulfonate (PFHxS) disturbs the estrous cycle, ovulation rate, oocyte cell communication and calcium homeostasis in mice. Reproductive Biology,23(2) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85157993498&origin=resultslist,10.1016/j.repbio.2023.100768,Article,,2-s2.0-85157993498,37163972,Universidad Autónoma Metropolitana,505017,Academic,1.0,60028381,Universidad Autónoma Metropolitana -Unidad Iztapalapa,58236385400,57458679300,57458679300,-,Mexico,1.0,1103| 1309| 1310,Animal Science and Zoology| Developmental Biology| Endocrinology,5,Life Sciences & Medicine,502| 507,Agriculture & Forestry| Biological Sciences,32| 34,Life Sciences| Medical and Health,32,Biomedical And Clinical Sciences,3215,Reproductive medicine,-,Foam and Perfluoroalkyl Substances in Environmental Applications,888,95.553,Environmental Impact of Perfluoroalkyl Substances,93,99.953,Definitive,UAM,1.0
