Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Díaz, Liliana Chávez",57212308196,Travel companions: Meta(non)fiction as a literary device for credibility,"Díaz, L.C.",1.0,57212308196,2019.0,2019-11-18,Literatura y Linguistica,-,40,113-140,-,ISSN-07165811,5800207800.0,Journal,Universidad Catolica Silva Henriquez,Spanish,0.35,76,0.2,39,0.186,13,2.31,29.0,2.0,0.64,1.55,67.0,41.0,0.0,0.0,"Díaz, L.C. (2019).Travel companions: Meta(non)fiction as a literary device for credibility. Literatura y Linguistica,(40) 113-140",https://www.scopus.com/record/display.url?eid=2-s2.0-85076443061&origin=resultslist,-,Article,,2-s2.0-85076443061,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60014923,Universidad Autónoma Metropolitana,-,-,57212308196,57212308196,Mexico,1.0,1203| 1208| 3310,Language and Linguistics| Literature and Literary Theory| Linguistics and Language,1,Arts & Humanities,130| 123,Linguistics| English Language & Literature,33,Arts and Humanities,44| 36| 47,"Human Society| Creative Arts And Writing| Language, Communication And Culture",4703| 4401| 3604,Language studies| Anthropology| Performing arts,-,Philosophical Foundations of Art and Politics,813,7.652,Chronicles of Latin American Journalism Evolution,54375,20.561,Defensible,Personal,1.0
