Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Liévano-Reyes, Ricardo",57189659604,Antinociceptive Effect of Racemic Flurbiprofen and Caffeine Co-Administration in an Arthritic Gout-Type Pain in Rats,"Liévano-Reyes, R.| Pérez-Méndez, H.I.| Solís-Oba, A.| Jaramillo-Morales, O.A.| Espinosa-Juárez, J.V.| López-Muñoz, F.J.",6.0,57189659604| 55993732900| 7003882354| 57056506500| 56072020000| 57189033250,2016.0,2016-06-01,Drug Development Research,-,-,192-198,-,ISSN-02724391,21192.0,Journal,Wiley-Liss Inc.,English,0.47,65,2.3,66,0.522,47,0.14,11.0,2.0,0.0,8.01,67.0,71.0,0.0,0.0,"Liévano-Reyes, R., Pérez-Méndez, H.I., Solís-Oba, A. and 3 more (...) (2016).Antinociceptive Effect of Racemic Flurbiprofen and Caffeine Co-Administration in an Arthritic Gout-Type Pain in Rats. Drug Development Research,192-198",https://www.scopus.com/record/display.url?eid=2-s2.0-84973866139&origin=resultslist,10.1002/ddr.21311,Article,,2-s2.0-84973866139,27241234,Centro de Investigacion y de Estudios Avanzados del Instituto Politécnico Nacional| Universidad Autónoma Metropolitana,505002| 505017,Government| Academic,2.0,60010210| 60017323,Universidad Autónoma Metropolitana Unidad Xochimilco| Centro de Investigacion y de Estudios Avanzados del Instituto Politécnico Nacional,57189659604,57189033250,57189033250,-,Mexico,1.0,3002,Drug Discovery,5,Life Sciences & Medicine,537,Pharmacy & Pharmacology,34,Medical and Health,32,Biomedical And Clinical Sciences,3214,Pharmacology and pharmaceutical sciences,-,Impact of Anti-Inflammatory Drugs on Cancer Progression,392,29.104,Caffeine's Role in Enhancing Analgesic Efficacy,85519,23.297,Definitive,Nacional,2.0
