Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Alejandre, José",57204538285,Force Field Parametrization from the Hirshfeld Molecular Electronic Density,"Pérez De La Luz, A.| Aguilar-Pineda, J.A.| Méndez-Bermúdez, J.G.| Alejandre, J.",4.0,57200642766| 56764650500| 56453016100| 57204538285,2018.0,2018-11-13,Journal of Chemical Theory and Computation,14,11,5949-5958,-,ISSN-15499618,5100155074.0,Journal,American Chemical Society,English,1.58,11,9.5,6,2.236,5,0.36,18.0,28.0,1.0,12.02,20.0,29.0,0.0,0.0,"Pérez De La Luz, A., Aguilar-Pineda, J.A., Méndez-Bermúdez, J.G. and 1 more (...) (2018).Force Field Parametrization from the Hirshfeld Molecular Electronic Density. Journal of Chemical Theory and Computation,14(11) 5949-5958",https://www.scopus.com/record/display.url?eid=2-s2.0-85055623479&origin=resultslist,10.1021/acs.jctc.8b00554,Article,,2-s2.0-85055623479,30278120,Universidad Autónoma Metropolitana| Universidad de Guadalajara,505017| 505019,Academic,2.0,60028381| 60008943,Universidad Autónoma Metropolitana -Unidad Iztapalapa| Universidad de Guadalajara,57200642766,57204538285,57204538285,-,Mexico,1.0,1606| 1706,Physical and Theoretical Chemistry| Computer Science Applications,4| 2,Natural Sciences| Engineering & Technology,212| 213| 409| 249,Computer Science & Information Systems| Data Science| Chemistry| Engineering - Petroleum,37| 38,Physical Sciences| Computer Science,34,Chemical Sciences,3406| 3407,Physical chemistry| Theoretical and computational chemistry,-,Molecular Dynamics and Hydrogen Bonding in Water,191,75.474,Molecular Dynamics and Force Field Innovations,2189,98.735,Very Good,Nacional,2.0
