Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Laureys, Lotte",57219316653,Assessing the effect of light intensity and light wavelength spectra on the photoreduction of formic acid using a graphene oxide material,"Ramos-Huerta, L.A.| Laureys, L.| Llanos, A.G.| Valadés, P.J.| Ruiz, R.S.| Castillo, C.O.",6.0,57215835095| 57219316653| 57219309591| 55979750900| 6507059297| 23007559200,2020.0,2020-08-01,International Journal of Chemical Reactor Engineering,18,8,-,20200008,ISSN-15426580,130033.0,Journal,De Gruyter Open Ltd,English,0.47,66,2,56,0.268,61,1.3,37.0,6.0,0.34,14.64,50.0,56.0,0.0,0.0,"Ramos-Huerta, L.A., Laureys, L., Llanos, A.G. and 3 more (...) (2020).Assessing the effect of light intensity and light wavelength spectra on the photoreduction of formic acid using a graphene oxide material. International Journal of Chemical Reactor Engineering,18(8) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85092198929&origin=resultslist,10.1515/ijcre-2020-0008,Article,,2-s2.0-85092198929,-,Universidad Autónoma Metropolitana| Universidad Nacional Autónoma de México| KU Leuven,505017| 505023| 303008,Academic,3.0,60028381| 60025063| 60003209| 60032442,Universidad Autónoma Metropolitana -Unidad Iztapalapa| KU Leuven| Instituto de Energías Renovables de la UNAM| Universidad Nacional Autónoma de México,57215835095,23007559200,23007559200,-,Belgium| Mexico,2.0,1500,General Chemical Engineering,2,Engineering & Technology,219,Engineering - Chemical,36,Engineering,40,Engineering,4004,Chemical engineering,SDG 7| SDG 13,Photocatalytic Innovations in Carbon Dioxide Reduction,240,99.804,Photocatalytic Reduction of Carbon Dioxide Innovations,4713,99.91,Very Good,Internacional,2.0
