Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"González M, Juan A.",58117805300,Cognitive performance of preschoolers with Congenital Hypothyroidism enrolled in a follow-up program,"Ontiveros M., E.| González M., J.A.| Rivera G., R.| Sánchez P., C.| Barragán M., G.",5.0,58117805200| 58117805300| 58117136000| 58117636100| 57200425758,2023.0,2023-01-01,Andes Pediatrica,94,1,62-69,-,ISSN-24526053,21101049556.0,Journal,Sociedad Chilena de Pediatria,Spanish,0.41,70,1.1,67,0.195,69,3.31,47.0,5.0,1.01,4.95,38.0,29.0,0.0,0.0,"Ontiveros M., E., González M., J.A., Rivera G., R. and 2 more (...) (2023).Cognitive performance of preschoolers with Congenital Hypothyroidism enrolled in a follow-up program. Andes Pediatrica,94(1) 62-69",https://www.scopus.com/record/display.url?eid=2-s2.0-85148862476&origin=resultslist,10.32641/andespediatr.v94i1.4356,Article,Gold|Green,2-s2.0-85148862476,37906872,Universidad Autónoma Metropolitana| Instituto Nacional de Pediatria,505017| 505041,Academic| Government,2.0,60004914| 60010210,Instituto Nacional de Pediatría| Universidad Autónoma Metropolitana Unidad Xochimilco,58117805200,57200425758,57200425758,-,Mexico,1.0,2735,"Pediatrics, Perinatology and Child Health",5,Life Sciences & Medicine,532,Medicine,34,Medical and Health,52| 32,Psychology| Biomedical And Clinical Sciences,3204| 5201| 3213,Immunology| Applied and developmental psychology| Paediatrics,-,Iodine Deficiency and Thyroid Health in Infants,452,42.381,Congenital Hypothyroidism and Newborn Screening Insights,6512,78.894,Definitive,Nacional,2.0
