Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Chantaca Sánchez, Claudia M.",58115344000,Between Superstition and Literature: Nahualism in the Discourse of Mexican Intellectuals in the Late Nineteenth and Early Twentieth Centuries,"Chantaca Sánchez, C.M.",1.0,58115344000,2022.0,2022-01-01,Dirasat Hispanicas,-,8,7-27,-,ISSN-22865977,21101057641.0,Journal,University of Tunis El Manar,Spanish,0,96,0.1,84,0.103,65,0.48,5.0,0.0,0.0,1.67,81.0,80.0,0.0,0.0,"Chantaca Sánchez, C.M. (2022).Between Superstition and Literature: Nahualism in the Discourse of Mexican Intellectuals in the Late Nineteenth and Early Twentieth Centuries. Dirasat Hispanicas,(8) 7-27",https://www.scopus.com/record/display.url?eid=2-s2.0-85148719843&origin=resultslist,10.5281/zenodo.7529724,Article,,2-s2.0-85148719843,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60014923,Universidad Autónoma Metropolitana,-,-,58115344000,58115344000,Mexico,1.0,1202| 1203| 1208| 3310,History| Language and Linguistics| Literature and Literary Theory| Linguistics and Language,1,Arts & Humanities,130| 126| 123,Linguistics| History| English Language & Literature,33,Arts and Humanities,47| 46| 39,"Language, Communication And Culture| Information And Computing Sciences| Education",3903| 4610| 4703,Education systems| Library and information studies| Language studies,-,Cultural Landscapes and Political Dynamics in Mesoamerica,1468,4.317,Cultural Interactions in Colonial Mexico's Indigenous History,1381,67.997,Defensible,Personal,1.0
