Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Buentello-Sánchez, Rodolfo",57197766884,Socio-Environmental Perception of an Urban Wetland and Sustainability Scenarios: a Case Study in Mexico City,"Torres-Lima, P.| Conway-Gómez, K.| Buentello-Sánchez, R.",3.0,15823091300| 23476547700| 57197766884,2018.0,2018-02-01,Wetlands,38,1,169-181,-,ISSN-02775212,19429.0,Journal,Springer Netherlands,English,0.85,40,3.1,29,0.765,25,1.52,92.0,22.0,0.61,13.02,25.0,42.0,0.0,0.0,"Torres-Lima, P., Conway-Gómez, K., Buentello-Sánchez, R. (2018).Socio-Environmental Perception of an Urban Wetland and Sustainability Scenarios: a Case Study in Mexico City. Wetlands,38(1) 169-181",https://www.scopus.com/record/display.url?eid=2-s2.0-85034663473&origin=resultslist,10.1007/s13157-017-0967-4,Article,,2-s2.0-85034663473,-,Universidad Autónoma Metropolitana| California State Polytechnic University Pomona,505017| 508023,Academic,2.0,60010210| 60005565,"Universidad Autónoma Metropolitana Unidad Xochimilco| California State Polytechnic University, Pomona",15823091300,57197766884,23476547700,-,Mexico| United States,2.0,2300| 2303| 2304,General Environmental Science| Ecology| Environmental Chemistry,2| 4,Engineering & Technology| Natural Sciences,249| 424,Engineering - Petroleum| Environmental Sciences,37,Physical Sciences,37| 31| 41,Earth Sciences| Biological Sciences| Environmental Sciences,-,-,SDG 4| SDG 11| SDG 15,Urban Policy and Livelihood Strategies in the Global South,1262,43.95,Urban Housing Dynamics in Informal Settlements,30744,57.301,Defensible,Internacional,1.0
