Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Márquez-Aguiluz, Darla",57203877203,Neuroendocrine effects of cadmium exposure on male reproductive functions,"Arteaga-Silva, M.| Arenas-Rios, E.| Bonilla-Jaime, H.| Damian-Matzumura, P.| Limon-Morales, O.| Hernandez-Rodriguez, J.| Marquez-Aguiluz, D.",7.0,8654304700| 11540211600| 8790024800| 57219464078| 37031460500| 57219463755| 57203877203,2021.0,2021-01-01,Frontiers in Bioscience - Landmark,26,2,286-326,-,ISSN-27686701,27974.0,Journal,Frontiers in Bioscience,English,1.01,31,5.9,19,0.798,29,0.96,23.0,18.0,0.63,14.2,23.0,41.0,0.0,0.0,"Arteaga-Silva, M., Arenas-Rios, E., Bonilla-Jaime, H. and 4 more (...) (2021).Neuroendocrine effects of cadmium exposure on male reproductive functions. Frontiers in Bioscience - Landmark,26(2) 286-326",https://www.scopus.com/record/display.url?eid=2-s2.0-85092886794&origin=resultslist,10.2741/4895,Article,Green,2-s2.0-85092886794,33049671,Universidad Autónoma Metropolitana,505017,Academic,1.0,60028381| 60014923,Universidad Autónoma Metropolitana -Unidad Iztapalapa| Universidad Autónoma Metropolitana,8654304700,57203877203,8654304700,-,Mexico,1.0,1300| 2400,"General Biochemistry,Genetics and Molecular Biology| General Immunology and Microbiology",5,Life Sciences & Medicine,507,Biological Sciences,32,Life Sciences,32| 31,Biomedical And Clinical Sciences| Biological Sciences,3207| 3102| 3205,Medical microbiology| Bioinformatics and computational biology| Medical biochemistry and metabolomics,SDG 3,Health Risks of Lead and Cadmium Exposure,824,62.263,Cadmium Toxicity and Cellular Mechanisms of Response,2121,97.723,Very Good,UAM,1.0
