Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Dabdoub-Hernández, Antar Abraham",57211109263,Epidermolysis bullosas: An analysis of the cost of medical care in Mexico,"García-Romero, M.T.| Becerril-Rico, J.| Dabdoub-Hernández, A.A.",3.0,36124822800| 57211110152| 57211109263,2019.0,2019-01-01,Medicina Interna de Mexico,35,1,30-38,-,ISSN-01864866,26682.0,Journal,Comunicaciones Cientificas Mexicanas S.A. de C.V.,Spanish,0.12,89,0.1,92,0.109,88,1.21,21.0,0.0,0.0,10.7,82.0,75.0,0.0,0.0,"García-Romero, M.T., Becerril-Rico, J., Dabdoub-Hernández, A.A. (2019).Epidermolysis bullosas: An analysis of the cost of medical care in Mexico. Medicina Interna de Mexico,35(1) 30-38",https://www.scopus.com/record/display.url?eid=2-s2.0-85072666983&origin=resultslist,10.24245/mim.v35i1.2166,Article,,2-s2.0-85072666983,-,Universidad Autónoma Metropolitana| Instituto Nacional de Pediatria,505017| 505041,Government| Academic,2.0,60004914| 60010210| 116581655,Instituto Nacional de Pediatría| Universidad Autónoma Metropolitana Unidad Xochimilco| Universidad Abierta y a Distancia de México,36124822800,57211109263,36124822800,-,Mexico,1.0,2724,Internal Medicine,5,Life Sciences & Medicine,532,Medicine,34,Medical and Health,32,Biomedical And Clinical Sciences,3201| 3202| 3214,Cardiovascular medicine and haematology| Clinical sciences| Pharmacology and pharmaceutical sciences,-,Pancreatic Cancer Treatment and Research,214,74.689,Genetic Insights and Therapeutic Advances in Epidermolysis Bullosa,2979,92.488,Definitive,Nacional,2.0
