Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Montoya-Reyes, Susana",57701234100,Rheology of a granular system with capillary interactions,"Montoya-Reyes, S.| Sánchez, R.",2.0,57701234100| 24470492300,2022.0,2022-01-01,Journal of Statistical Mechanics: Theory and Experiment,2022,5,-,053203,ISSN-17425468,145274.0,Journal,Institute of Physics,English,0.77,44,4.4,13,0.527,50,1.11,14.0,1.0,0.14,7.31,70.0,73.0,0.0,0.0,"Montoya-Reyes, S., Sánchez, R. (2022).Rheology of a granular system with capillary interactions. Journal of Statistical Mechanics: Theory and Experiment,2022(5) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85130500509&origin=resultslist,10.1088/1742-5468/ac666e,Article,,2-s2.0-85130500509,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60028381,Universidad Autónoma Metropolitana -Unidad Iztapalapa,57701234100,24470492300,24470492300,-,Mexico,1.0,1804| 2613| 3109,"Statistics, Probability and Uncertainty| Statistics and Probability| Statistical and Nonlinear Physics",2| 4,Engineering & Technology| Natural Sciences,431| 344| 213| 439,Mathematics| Statistics & Operational Research| Data Science| Physics & Astronomy,37,Physical Sciences,49| 51,Mathematical Sciences| Physical Sciences,5103| 4902,Classical physics| Mathematical physics,-,Modeling Granular Flow Dynamics in Engineering Systems,1122,29.496,Dynamics and Segregation in Granular Materials,4779,80.602,Very Good,UAM,1.0
