Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Méndez, Mariano",55236380300,"Chemical reactivity of the frustrated Lewis pairs in borophosphines: a theoretical analysis of their Lewis acidity, Lewis basicity and Fukui function","Méndez, M.| Cedillo, A.",2.0,55236380300| 6602301251,2018.0,2018-09-01,Journal of Molecular Modeling,24,9,-,238,ISSN-16102940,57844.0,Journal,Springer Verlag,English,0.51,64,2.2,44,0.37,53,0.61,20.0,4.0,0.0,12.77,58.0,74.0,0.0,0.0,"Méndez, M., Cedillo, A. (2018).Chemical reactivity of the frustrated Lewis pairs in borophosphines: a theoretical analysis of their Lewis acidity, Lewis basicity and Fukui function. Journal of Molecular Modeling,24(9) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85051649682&origin=resultslist,10.1007/s00894-018-3776-7,Article,,2-s2.0-85051649682,30120567,Universidad Autónoma Metropolitana,505017,Academic,1.0,60028381,Universidad Autónoma Metropolitana -Unidad Iztapalapa,55236380300,6602301251,55236380300,-,Mexico,1.0,1503| 1604| 1605| 1606| 1703| 1706,Catalysis| Inorganic Chemistry| Organic Chemistry| Physical and Theoretical Chemistry| Computational Theory and Mathematics| Computer Science Applications,2| 4,Engineering & Technology| Natural Sciences,219| 409| 249| 212| 213,Engineering - Chemical| Chemistry| Engineering - Petroleum| Computer Science & Information Systems| Data Science,36| 38| 37,Engineering| Computer Science| Physical Sciences,34,Chemical Sciences,3406| 3407| 3404,Physical chemistry| Theoretical and computational chemistry| Medicinal and biomolecular chemistry,-,Catalytic Transformations in Alcohol Oxidation and Borylation,1113,56.704,Frustrated Lewis Pairs in Catalytic Reactions,5959,96.545,Very Good,UAM,1.0
