Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Ramirez-Mejia, Gerardo",57222054642,Class I HDAC inhibition improves object recognition memory consolidation through BDNF/TrkB pathway in a time-dependent manner,"Ramirez-Mejia, G.| Gil-Lievana, E.| Urrego-Morales, O.| Soto-Reyes, E.| Bermúdez-Rattoni, F.",5.0,57222054642| 57216356306| 56080371700| 16310924100| 7005501416,2021.0,2021-04-01,Neuropharmacology,187,-,-,108493,ISSN-00283908,20435.0,Journal,Elsevier Ltd,English,1.27,20,9.6,11,1.323,13,1.49,26.0,8.0,0.49,12.18,41.0,49.0,0.0,0.0,"Ramirez-Mejia, G., Gil-Lievana, E., Urrego-Morales, O. and 2 more (...) (2021).Class I HDAC inhibition improves object recognition memory consolidation through BDNF/TrkB pathway in a time-dependent manner. Neuropharmacology,187",https://www.scopus.com/record/display.url?eid=2-s2.0-85101069409&origin=resultslist,10.1016/j.neuropharm.2021.108493,Article,,2-s2.0-85101069409,33581144,Universidad Autónoma Metropolitana| Universidad Nacional Autónoma de México,505017| 505023,Academic,2.0,60069652| 60032442| 60014923| 60024080,Instituto de Fisiologia Celular de la UNAM| Universidad Nacional Autónoma de México| Universidad Autónoma Metropolitana| Universidad Autónoma Metropolitana Unidad Cuajimalpa,57222054642,7005501416,7005501416,-,Mexico,1.0,2804| 3004,Cellular and Molecular Neuroscience| Pharmacology,5,Life Sciences & Medicine,537| 532,Pharmacy & Pharmacology| Medicine,34,Medical and Health,52| 32,Psychology| Biomedical And Clinical Sciences,3214| 3209| 5202,Pharmacology and pharmaceutical sciences| Neurosciences| Biological psychology,-,Epigenetic Mechanisms in Cancer and Development,220,93.591,Histone Modifications in Memory and Disease,25001,84.634,Very Good,Nacional,2.0
