Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Arteaga Licona, Ángel R.",57217849898,Obtaining of value added chemicals from catalityc dehydration of glycerol,"Vázquez, E.S.| Pliego, J.A.| Pariente, J.P.| Sánchez, M.S.| Arteaga Licona, Á.R.| Ruiz, M.G.| Solis-Casados, D.",7.0,57217862133| 59454783900| 57208658885| 15763667700| 57217849898| 57211783172| 26221500700,2020.0,2020-10-01,Catalysis Today,356,-,349-358,-,ISSN-09205861,16377.0,Journal,Elsevier B.V.,English,1.43,15,10.2,11,1.397,12,1.06,40.0,8.0,0.33,21.33,45.0,56.0,0.0,0.0,"Vázquez, E.S., Pliego, J.A., Pariente, J.P. and 4 more (...) (2020).Obtaining of value added chemicals from catalityc dehydration of glycerol. Catalysis Today,356349-358",https://www.scopus.com/record/display.url?eid=2-s2.0-85087698046&origin=resultslist,10.1016/j.cattod.2020.06.056,Article,,2-s2.0-85087698046,-,CSIC| CSIC - Institute of Catalysis and Petrochemistry| Universidad Autónoma Metropolitana| Universidad Autonoma del Estado de Mexico,312004| 715433| 505017| 505051,Academic| Government,4.0,60023193| 60006754| 60021246| 60002281| 124752564,Universidad Autónoma Metropolitana - Azcapotzalco| Consejo Superior de Investigaciones Científicas| CSIC - Instituto de Catálisis y Petroleoquímica (ICP)| Universidad Autónoma del Estado de México| UAEM-UNAM,57217862133,26221500700,59454783900,-,Mexico| Spain,2.0,1503| 1600,Catalysis| General Chemistry,2| 4,Engineering & Technology| Natural Sciences,249| 219| 409,Engineering - Petroleum| Engineering - Chemical| Chemistry,37| 36,Physical Sciences| Engineering,40| 34,Engineering| Chemical Sciences,-,-,SDG 7,Biodiesel Production and Environmental Impacts,406,89.928,Catalytic Pathways for Glycerol Conversion to Value-Added Products,9227,96.174,Definitive,Internacional,2.0
