Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Sánchez, Guadalupe Rodríguez",57378085300,A new polynomial for polymatroids,"Chávez-Lomelí, L.| Merino, C.| Sánchez, G.R.| Whittle, G.",4.0,36699363800| 55995898600| 57378085300| 7005814097,2021.0,2021-01-01,Australasian Journal of Combinatorics,80,-,342-360,-,ISSN-10344942,17700155817.0,Journal,University of Queensland,English,1.11,27,1,65,0.593,43,0.24,2.0,1.0,0.0,3.27,73.0,79.0,0.0,0.0,"Chávez-Lomelí, L., Merino, C., Sánchez, G.R. and 1 more (...) (2021).A new polynomial for polymatroids. Australasian Journal of Combinatorics,80342-360",https://www.scopus.com/record/display.url?eid=2-s2.0-85121472376&origin=resultslist,-,Article,,2-s2.0-85121472376,-,Universidad Autónoma Metropolitana| Victoria University of Wellington| Universidad Nacional Autónoma de México,505017| 212009| 505023,Academic,3.0,60023193| 60014923| 60032442| 60002316,Universidad Autónoma Metropolitana - Azcapotzalco| Universidad Autónoma Metropolitana| Universidad Nacional Autónoma de México| Victoria University of Wellington,36699363800,7005814097,-,-,Mexico| New Zealand,2.0,2607,Discrete Mathematics and Combinatorics,4,Natural Sciences,431,Mathematics,37,Physical Sciences,49,Mathematical Sciences,4901| 4904,Applied mathematics| Pure mathematics,-,Graph Properties and Their Applications in Mathematics,896,18.182,Matroid Theory and Its Applications in Graphs,17428,68.523,Definitive,Internacional,2.0
