Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Lazcano-Vázquez, Marco Fabio",59160680200,Oxidative stress in the perioperative period: clinical implications,"Luna-Ortiz, P.| Pilar-Báez, S.| Lazcano-Vázquez, M.F.| Martínez-Rosas, M.",4.0,55961404000| 59011668200| 59160680200| 7404594059,2024.0,2024-01-01,Revista Mexicana de Anestesiologia,47,1,23-29,-,ISSN-01851012,21951.0,Journal,Colegio Mexicano de Anestesiologia A.C.,Spanish,0.28,81,0.2,93,0.125,88,0.72,6.0,1.0,0.24,4.22,56.0,61.0,0.0,0.0,"Luna-Ortiz, P., Pilar-Báez, S., Lazcano-Vázquez, M.F. and 1 more (...) (2024).Oxidative stress in the perioperative period: clinical implications. Revista Mexicana de Anestesiologia,47(1) 23-29",https://www.scopus.com/record/display.url?eid=2-s2.0-85195306161&origin=resultslist,10.35366/114093,Article,Bronze,2-s2.0-85195306161,-,Universidad La Salle| American British Cowdray Medical Center| Universidad Autónoma Metropolitana| Instituto Nacional de Cardiologia Ignacio Chavez,705325| 719713| 505017| 505008,Medical| Government| Academic,4.0,60021848| 60004252| 60014923| 60010748,American British Cowdray Medical Center| Universidad La Salle| Universidad Autónoma Metropolitana| Instituto Nacional de Cardiologia Ignacio Chavez,55961404000,7404594059,7404594059,-,Mexico,1.0,2703,Anesthesiology and Pain Medicine,5,Life Sciences & Medicine,532,Medicine,34,Medical and Health,32,Biomedical And Clinical Sciences,3214| 3202| 3213,Pharmacology and pharmaceutical sciences| Clinical sciences| Paediatrics,-,Neuroprotection and Myocardial Resilience in Ischemia,854,15.239,Propofol's Influence on Oxidative Stress and Injury,35786,53.759,Definitive,Nacional,4.0
