Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Torres-Granados, Gustavo Ivan",57842075400,The economic costs of insomnia comorbid with depression and anxiety disorders: an observational study at a sleep clinic in Mexico,"Torres-Granados, G.I.| Santana-Miranda, R.| Barrera-Medina, A.| Cruz-Cruz, C.| Jiménez-Correa, U.| Rosenthal, L.| López-Naranjo, F.| Martínez-Núñez, J.M.",8.0,57842075400| 36126705500| 57219696852| 55326810700| 35388449300| 7103283805| 6507465958| 47862025300,2023.0,2023-01-01,Sleep and Biological Rhythms,21,1,23-31,-,ISSN-14469235,130153.0,Journal,Springer,English,0.45,67,2.2,63,0.422,62,0.77,14.0,10.0,1.21,8.28,23.0,24.0,0.0,0.0,"Torres-Granados, G.I., Santana-Miranda, R., Barrera-Medina, A. and 5 more (...) (2023).The economic costs of insomnia comorbid with depression and anxiety disorders: an observational study at a sleep clinic in Mexico. Sleep and Biological Rhythms,21(1) 23-31",https://www.scopus.com/record/display.url?eid=2-s2.0-85135792058&origin=resultslist,10.1007/s41105-022-00412-6,Article,Bronze|Green,2-s2.0-85135792058,-,Universidad Autónoma Metropolitana| Universidad Nacional Autónoma de México,505017| 505023,Academic,2.0,60014923| 60032442| 105238219,Universidad Autónoma Metropolitana| Universidad Nacional Autónoma de México| Sleep Medicine Associates of Texas,57842075400,47862025300,47862025300,-,Mexico| United States,2.0,1314| 2737| 2808| 3206,Physiology| Physiology (medical)| Neurology| Neuropsychology and Physiological Psychology,5,Life Sciences & Medicine,532| 503| 541,Medicine| Anatomy & Physiology| Psychology,39| 34| 32,Psychology| Medical and Health| Life Sciences,52| 32,Psychology| Biomedical And Clinical Sciences,3209| 5202,Neurosciences| Biological psychology,-,Sleep Quality and Health Across Life Stages,396,86.069,Cognitive Behavioral Therapy for Insomnia Management,183,99.146,Definitive,Internacional,2.0
