Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Flores-González, Alejandra",58126015000,Chronic stress decreases fertility parameters in female rats,"Casillas, F.| Flores-González, A.| Juárez-Rojas, L.| López, A.| Betancourt, M.| Casas, E.| Bahena, I.| Bonilla, E.| Retana-Márquez, S.",9.0,56344304000| 58126015000| 56453552800| 57204778976| 7006573702| 23089971800| 57897514200| 57206291687| 55989788400,2023.0,2023-01-01,Systems Biology in Reproductive Medicine,69,3,234-244,-,ISSN-19396368,11700154736.0,Journal,Taylor and Francis Ltd.,English,0.62,54,4.3,31,0.653,35,1.73,22.0,10.0,1.77,5.64,23.0,15.0,0.0,0.0,"Casillas, F., Flores-González, A., Juárez-Rojas, L. and 6 more (...) (2023).Chronic stress decreases fertility parameters in female rats. Systems Biology in Reproductive Medicine,69(3) 234-244",https://www.scopus.com/record/display.url?eid=2-s2.0-85149341767&origin=resultslist,10.1080/19396368.2023.2171822,Article,,2-s2.0-85149341767,36848400,Universidad Autónoma Metropolitana,505017,Academic,1.0,60028381,Universidad Autónoma Metropolitana -Unidad Iztapalapa,56344304000,55989788400,55989788400,-,Mexico,1.0,2743| 2748,Reproductive Medicine| Urology,5,Life Sciences & Medicine,532,Medicine,34,Medical and Health,32| 31,Biomedical And Clinical Sciences| Biological Sciences,3215| 3109,Reproductive medicine| Zoology,-,Gene Expression and Embryo Development in Reproductive Biology,519,52.322,Oocyte Maturation and Meiosis in Culture Systems,20476,81.084,Definitive,UAM,1.0
