Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Sánchez, Juan Roberto Vargas",57433272100,Family Capital and School Achievement in Mexican Secondary Schools,"Vargas-Sánchez, J.R.",1.0,57433272100,2023.0,2023-01-01,Revista Colombiana de Educacion,-,88,237-256,-,ISSN-01203916,21100897721.0,Journal,Research Center of Universidad Pedagogica Nacional,Spanish,0.62,53,0.9,75,0.167,84,0.48,16.0,1.0,0.13,7.44,65.0,72.0,0.0,0.0,"Vargas-Sánchez, J.R. (2023).Family Capital and School Achievement in Mexican Secondary Schools. Revista Colombiana de Educacion,(88) 237-256",https://www.scopus.com/record/display.url?eid=2-s2.0-85161478194&origin=resultslist,10.17227/rce.num88-13575,Article,Gold|Green,2-s2.0-85161478194,-,Universidad Autónoma Metropolitana| Universidad Autonoma del Estado de Hidalgo,505017| 505050,Academic,2.0,60027135| 60014923,Universidad Autónoma del Estado de Hidalgo| Universidad Autónoma Metropolitana,-,-,57433272100,57433272100,Mexico,1.0,3304,Education,3,Social Sciences & Management,318,Education & Training,41,Education Studies,39,Education,3903| 3999| 3902,"Education systems| Other education| Education policy, sociology and philosophy",SDG 4,Educational Policy and Its Impact on Achievement,1445,16.089,Class Size and Academic Performance Insights,7469,87.172,Definitive,Personal,2.0
