Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"González-Santillán, Edmundo",16312248400,Characterization of the fluorescence intensity and color tonality in the exoskeleton of scorpions,"López-Cabrera, D.| Ramos-Ortiz, G.| González-Santillán, E.| Espinosa-Luna, R.",4.0,57217486247| 6603445212| 16312248400| 56000913400,2020.0,2020-08-01,Journal of Photochemistry and Photobiology B: Biology,209,-,-,111945,ISSN-10111344,17622.0,Journal,Elsevier B.V.,English,1.42,16,9.2,1,0.9,15,1.97,40.0,8.0,0.39,10.36,45.0,53.0,0.0,2.0,"López-Cabrera, D., Ramos-Ortiz, G., González-Santillán, E. and 1 more (...) (2020).Characterization of the fluorescence intensity and color tonality in the exoskeleton of scorpions. Journal of Photochemistry and Photobiology B: Biology,209",https://www.scopus.com/record/display.url?eid=2-s2.0-85087309466&origin=resultslist,10.1016/j.jphotobiol.2020.111945,Article,,2-s2.0-85087309466,32623227,Universidad Autónoma Metropolitana| Universidad Nacional Autónoma de México| Centro de Investigaciones en Optica,505017| 505023| 505027,Academic| Government,3.0,60030794| 60032442| 60014923,"Centro de Investigaciones en Optica, A.C.| Universidad Nacional Autónoma de México| Universidad Autónoma Metropolitana",57217486247,56000913400,6603445212,-,Mexico,1.0,1304| 2741| 3108| 3614,"Biophysics| Radiology, Nuclear Medicine and Imaging| Radiation| Radiological and Ultrasound Technology",4| 5,Natural Sciences| Life Sciences & Medicine,507| 532| 439,Biological Sciences| Medicine| Physics & Astronomy,32| 37| 34,Life Sciences| Physical Sciences| Medical and Health,34,Chemical Sciences,3406,Physical chemistry,-,Genetic Dynamics in Sexual Selection and Speciation,553,39.111,Scorpion Ecology and Evolutionary Adaptations,31657,42.705,Definitive,Nacional,3.0
