Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Pardavé, M. E.Palomar",56486131600,Multi-pass scratch test behavior of AISI 316L borided steel,"Rodríguez-Castro, G.A.| Vega-Morón, R.C.| Meneses-Amador, A.| Jiménez-Díaz, H.W.| Andraca-Adame, J.A.| Campos-Silva, I.E.| Pardavé, M.E.P.",7.0,56013621500| 56766052500| 56013685400| 57191268299| 8251751500| 56682127800| 56486131600,2016.0,2016-12-15,Surface and Coatings Technology,307,-,491-499,-,ISSN-02578972,24537.0,Journal,Elsevier B.V.,English,1.39,14,4.4,16,0.882,15,2.85,101.0,31.0,0.59,10.2,19.0,42.0,0.0,0.0,"Rodríguez-Castro, G.A., Vega-Morón, R.C., Meneses-Amador, A. and 4 more (...) (2016).Multi-pass scratch test behavior of AISI 316L borided steel. Surface and Coatings Technology,307491-499",https://www.scopus.com/record/display.url?eid=2-s2.0-84988514187&origin=resultslist,10.1016/j.surfcoat.2016.09.017,Article,,2-s2.0-84988514187,-,Universidad Autónoma Metropolitana| Instituto Politécnico Nacional,505017| 505011,Academic,2.0,60019176| 60023193,Instituto Politécnico Nacional| Universidad Autónoma Metropolitana - Azcapotzalco,56013621500,56486131600,56013621500,-,Mexico,1.0,1600| 2505| 2508| 3104| 3110,"General Chemistry| Materials Chemistry| Surfaces, Coatings and Films| Condensed Matter Physics| Surfaces and Interfaces",4,Natural Sciences,433| 409| 439,Materials Science| Chemistry| Physics & Astronomy,37| 36,Physical Sciences| Engineering,40| 51,Engineering| Physical Sciences,4016| 5104,Materials engineering| Condensed matter physics,-,High Entropy Alloys and Advanced Coating Technologies,404,96.926,Enhancing Surface Properties through Boride Layers,10390,91.242,Definitive,Nacional,2.0
