Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Picquart, Michel",55995865000,Very low-temperature growth of silicon thin films using chlorinated precursors and optical properties,"Linares, J.| López-Suárez, A.| Ramos, C.| Picquart, M.| García-Sánchez, M.F.| Dutt, A.| Santana, G.",7.0,57212062070| 35592000200| 57216959549| 55995865000| 56902356600| 57191586452| 58907685000,2020.0,2020-03-15,Materials Science in Semiconductor Processing,108,-,-,104859,ISSN-13698001,26675.0,Journal,Elsevier Ltd,English,1.11,26,5.9,15,0.695,24,1.32,48.0,1.0,0.07,13.41,74.0,76.0,0.0,0.0,"Linares, J., López-Suárez, A., Ramos, C. and 4 more (...) (2020).Very low-temperature growth of silicon thin films using chlorinated precursors and optical properties. Materials Science in Semiconductor Processing,108",https://www.scopus.com/record/display.url?eid=2-s2.0-85075817195&origin=resultslist,10.1016/j.mssp.2019.104859,Article,,2-s2.0-85075817195,-,Universidad Autónoma Metropolitana| Instituto Politécnico Nacional| Universidad Nacional Autónoma de México,505017| 505011| 505023,Academic,3.0,60032442| 60014923| 60019176,Universidad Nacional Autónoma de México| Universidad Autónoma Metropolitana| Instituto Politécnico Nacional,57212062070,58907685000,58907685000,-,Mexico,1.0,2210| 2211| 2500| 3104,Mechanical Engineering| Mechanics of Materials| General Materials Science| Condensed Matter Physics,2| 4,Engineering & Technology| Natural Sciences,433| 439| 222,Materials Science| Physics & Astronomy| Engineering - Mechanical,36| 37,Engineering| Physical Sciences,40| 51,Engineering| Physical Sciences,5104| 4018| 4016,Condensed matter physics| Nanotechnology| Materials engineering,SDG 7,Silicon-Based Solar Cell Technologies,347,59.124,Thin Film Silicon Technologies,578,60.792,Definitive,Nacional,3.0
