Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Martínez, Jenny Marisol Ávila",57951886300,The informal rental housing market for the Venezuelan population living in Bogota,"Martínez, J.M.Á.",1.0,57951886300,2022.0,2022-01-01,Revista de Geografia Norte Grande,2022,82,71-87,-,ISSN-03798682,66304.0,Journal,Revista de Geografia Norte Grande,Spanish,0.57,58,1.1,70,0.311,51,1.89,47.0,1.0,0.09,11.36,70.0,76.0,0.0,0.0,"Martínez, J.M.Á. (2022).The informal rental housing market for the Venezuelan population living in Bogota. Revista de Geografia Norte Grande,2022(82) 71-87",https://www.scopus.com/record/display.url?eid=2-s2.0-85141144697&origin=resultslist,10.4067/S0718-34022022000200071,Article,Gold,2-s2.0-85141144697,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60014923,Universidad Autónoma Metropolitana,-,-,57951886300,57951886300,Mexico,1.0,1904| 3305,"Earth-Surface Processes| Geography, Planning and Development",3| 4,Social Sciences & Management| Natural Sciences,416| 425| 450| 451,Earth & Marine Sciences| Geography| Geology| Geophysics,37| 40,Physical Sciences| Social Sciences,44,Human Society,4406,Human geography,SDG 10| SDG 11,Financialization and Land Rights in Urban Development,1402,35.579,Urban Segregation and Social Dynamics in Chile,6514,82.55,Very Good,Personal,1.0
