Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Hernández–Martínez, Lucía Ivonne",57213140269,Bautin bifurcation in a minimal model of immunoediting,"Delgado, J.| Hernández–López, E.| Hernández–Martínez, L.I.",3.0,56013629600| 57213149541| 57213140269,2020.0,2020-01-01,Discrete and Continuous Dynamical Systems - Series B,25,4,1397-1414,-,ISSN-15313492,25889.0,Journal,American Institute of Mathematical Sciences,English,0.93,36,2.2,23,0.864,19,0.95,12.0,7.0,0.42,4.75,47.0,51.0,0.0,0.0,"Delgado, J., Hernández–López, E., Hernández–Martínez, L.I. (2020).Bautin bifurcation in a minimal model of immunoediting. Discrete and Continuous Dynamical Systems - Series B,25(4) 1397-1414",https://www.scopus.com/record/display.url?eid=2-s2.0-85077551264&origin=resultslist,10.3934/dcdsb.2019233,Article,Gold|Green,2-s2.0-85077551264,-,Universidad Autónoma Metropolitana| Universidad Autonoma de la Ciudad de Mexico,505017| 708454,Academic,2.0,60028381| 60024080| 60094425,Universidad Autónoma Metropolitana -Unidad Iztapalapa| Universidad Autónoma Metropolitana Unidad Cuajimalpa| Universidad Autónoma de la Ciudad de México,56013629600,57213140269,56013629600,-,Mexico,1.0,2604| 2607,Applied Mathematics| Discrete Mathematics and Combinatorics,4,Natural Sciences,431,Mathematics,37,Physical Sciences,49,Mathematical Sciences,4901| 4904,Applied mathematics| Pure mathematics,SDG 3,Mathematical Models in Disease Dynamics and Control,751,53.041,Mathematical Models in Cancer Treatment Dynamics,9598,92.904,Definitive,Nacional,2.0
