Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Arias-Villamizar, Carmen Alicia",56053277000,Degradation of conventional and oxodegradable high density polyethylene in tropical aqueous and outdoor environments,"Arias-Villamizar, C.A.| Vázquez-Morillas, A.",2.0,56053277000| 56013551100,2018.0,2018-01-01,Revista Internacional de Contaminacion Ambiental,34,1,137-147,-,ISSN-01884999,25279.0,Journal,"Centro de Ciencias de la Atmosfera, UNAM",English,0.37,74,0.4,80,0.173,76,2.98,196.0,34.0,0.67,16.49,16.0,40.0,0.0,0.0,"Arias-Villamizar, C.A., Vázquez-Morillas, A. (2018).Degradation of conventional and oxodegradable high density polyethylene in tropical aqueous and outdoor environments. Revista Internacional de Contaminacion Ambiental,34(1) 137-147",https://www.scopus.com/record/display.url?eid=2-s2.0-85041520374&origin=resultslist,10.20937/RICA.2018.34.01.12,Article,Gold,2-s2.0-85041520374,-,Universidad Autónoma Metropolitana| Universidad del Norte,505017| 700972,Academic,2.0,60023193| 60014923| 60054319,Universidad Autónoma Metropolitana - Azcapotzalco| Universidad Autónoma Metropolitana| Universidad del Norte,56053277000,56013551100,56053277000,-,Mexico| Colombia,2.0,2310| 2311,Pollution| Waste Management and Disposal,3,Social Sciences & Management,424,Environmental Sciences,37,Physical Sciences,40| 41,Engineering| Environmental Sciences,4105| 4004| 4104,Pollution and contamination| Chemical engineering| Environmental management,SDG 12| SDG 14,Biodegradable Polymers and Microplastics in Environment,333,99.673,Microbial Innovations in Plastic Biodegradation,9067,99.356,Very Good,Internacional,1.0
