Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Hidalgo, S. S.",55588324400,Enhanced magnetic properties and MRI performance of bi-magnetic core-shell nanoparticles,"Cardona, F.A.| Urquiza, E.S.| De La Presa, P.| Tobón, S.H.| Pal, U.| Fraijo, P.H.| Yacaman, M.J.| Ramírez, J.D.L.| Ivkov, R.| Angulo-Molina, A.| Méndez-Rojas, M.A.",11.0,59878422700| 57224531706| 6701568132| 55588324400| 55399738300| 56653477500| 55989675800| 57192982292| 24071222500| 55972693300| 55995939500,2016.0,2016-01-01,RSC Advances,6,81,77558-77568,-,ISSN-20462069,21100199840.0,Journal,Royal Society of Chemistry,English,0.76,43,4.1,18,0.889,14,1.77,69.0,34.0,1.03,10.69,17.0,28.0,0.0,0.0,"Cardona, F.A., Urquiza, E.S., De La Presa, P. and 8 more (...) (2016).Enhanced magnetic properties and MRI performance of bi-magnetic core-shell nanoparticles. RSC Advances,6(81) 77558-77568",https://www.scopus.com/record/display.url?eid=2-s2.0-85009775818&origin=resultslist,10.1039/c6ra14265f,Article,,2-s2.0-85009775818,-,Benemerita Universidad Autonoma de Puebla| University of Texas at San Antonio| Johns Hopkins University| Universidad Autónoma Metropolitana| Complutense University| Universidad de Sonora| Hospital Infantil de Mexico Federico Gomez| Universidad de las Americas Puebla,505001| 508348| 508094| 505017| 312012| 505021| 505033| 505055,Medical| Academic,8.0,60031120| 60027551| 60027282| 60028381| 60000328| 60024830| 60003212| 60143649| 60001117| 60032897,Universidad de las Américas Puebla| Universidad Complutense de Madrid Instituto de Magnetismo Aplicado| Universidad Complutense de Madrid| Universidad Autónoma Metropolitana -Unidad Iztapalapa| Hospital Infantil de México Federico Gómez| Benemérita Universidad Autónoma de Puebla| The University of Texas at San Antonio| College of Sciences| Johns Hopkins University School of Medicine| Universidad de Sonora,59878422700,55995939500,55995939500,-,Spain| Mexico| United States,3.0,1500| 1600,General Chemical Engineering| General Chemistry,4| 2,Natural Sciences| Engineering & Technology,219| 409,Engineering - Chemical| Chemistry,37| 36,Physical Sciences| Engineering,34,Chemical Sciences,-,-,-,Magnetic Nanoparticles in Biomedical Applications,390,85.481,Magnetic Nanoparticles in Cancer Hyperthermia Therapy,3842,98.785,Very Good,Internacional,5.0
"Hidalgo, S. S.",55588324400,"Hemodynamic Assessment in Bicuspid Aortic Valve Disease and Aortic Dilation: New Insights From Voxel-By-Voxel Analysis of Reverse Flow, Stasis, and Energetics","Geeraert, P.| Jamalidinan, F.| Burns, F.| Jarvis, K.| Bristow, M.S.| Lydell, C.| Hidalgo Tobon, S.S.| de Celis Alonso, B.| Fedak, P.W.M.| White, J.A.| Garcia, J.",11.0,57204422173| 57204798908| 57211777324| 34570188500| 8881853000| 6505933439| 55588324400| 23008101500| 7004111962| 57203379947| 56233567400,2022.0,2022-01-13,Frontiers in Bioengineering and Biotechnology,9,-,-,725113,ISSN-22964185,21100835954.0,Journal,Frontiers Media S.A.,English,1.21,21,6.7,19,0.93,23,0.8,16.0,21.0,1.64,12.84,15.0,17.0,0.0,0.0,"Geeraert, P., Jamalidinan, F., Burns, F. and 8 more (...) (2022).Hemodynamic Assessment in Bicuspid Aortic Valve Disease and Aortic Dilation: New Insights From Voxel-By-Voxel Analysis of Reverse Flow, Stasis, and Energetics. Frontiers in Bioengineering and Biotechnology,9",https://www.scopus.com/record/display.url?eid=2-s2.0-85123749006&origin=resultslist,10.3389/fbioe.2021.725113,Article,Gold|Green,2-s2.0-85123749006,-,Benemerita Universidad Autonoma de Puebla| Northwestern University| Universidad Autónoma Metropolitana| University of Calgary,505001| 508175| 505017| 501037,Academic,4.0,60002306| 60000953| 60192956| 60007363| 60013227| 60014923| 60024830| 60192961,University of Calgary| Cumming School of Medicine| Libin Cardiovascular Institute| Northwestern University| Northwestern University Feinberg School of Medicine| Universidad Autónoma Metropolitana| Benemérita Universidad Autónoma de Puebla| Alberta Children’s Hospital Research Institute,57204422173,56233567400,56233567400,-,Mexico| United States| Canada,3.0,1305| 1502| 2204| 2722,Biotechnology| Bioengineering| Biomedical Engineering| Histology,5| 2,Life Sciences & Medicine| Engineering & Technology,532| 507| 219,Medicine| Biological Sciences| Engineering - Chemical,34| 36| 32,Medical and Health| Engineering| Life Sciences,32| 31| 40,Biomedical And Clinical Sciences| Biological Sciences| Engineering,3106| 3206| 4003,Industrial biotechnology| Medical biotechnology| Biomedical engineering,SDG 3,Aortic Aneurysm Management and Outcomes,33,69.392,Aortic Valve Disease and Surgical Innovations,3849,93.41,Very Good,Internacional,2.0
"Hidalgo, S. S.",55588324400,Cell viability and MRI performance of highly efficient polyol-coated magnetic nanoparticles,"Arteaga-Cardona, F.| Gutiérrez-García, E.| Hidalgo-Tobón, S.| López-Vasquez, C.| Brito-Barrera, Y.A.| Flores-Tochihuitl, J.| Angulo-Molina, A.| Reyes-Leyva, J.R.| González-Rodríguez, R.| Coffer, J.L.| Pal, U.| Diaz-Conti, M.P.-P.| Platas-Neri, D.| Dies-Suarez, P.| Fonseca, R.S.| Arias-Carrión, O.| Méndez-Rojas, M.A.",17.0,56830612800| 57192061775| 55588324400| 57192064933| 57192061328| 23008531600| 55972693300| 6602417448| 55757128500| 7006836983| 55399738300| 57192060923| 27867946200| 55990502300| 57192061178| 56013731500| 55995939500,2016.0,2016-11-01,Journal of Nanoparticle Research,18,11,-,345,ISSN-13880764,28545.0,Journal,Springer Netherlands,English,0.6,55,3.8,18,0.496,36,1.6,53.0,14.0,0.5,9.95,35.0,46.0,0.0,0.0,"Arteaga-Cardona, F., Gutiérrez-García, E., Hidalgo-Tobón, S. and 14 more (...) (2016).Cell viability and MRI performance of highly efficient polyol-coated magnetic nanoparticles. Journal of Nanoparticle Research,18(11) ",https://www.scopus.com/record/display.url?eid=2-s2.0-84996548651&origin=resultslist,10.1007/s11051-016-3646-0,Article,,2-s2.0-84996548651,-,"Benemerita Universidad Autonoma de Puebla| Universidad Autonoma del Estado de Morelos| Universidad Autónoma Metropolitana| Instituto Mexicano del Seguro Social| Universidad de Sonora| Universidad Autonoma del Estado de Mexico| Hospital Infantil de Mexico Federico Gomez| Texas Christian University| Universidad de las Americas Puebla| Hospital General ""Dr. Manuel Gea González""",505001| 505016| 505017| 505006| 505021| 505051| 505033| 508231| 505055| 715276,Medical| Academic| Government,10.0,60031120| 60002281| 60028381| 60000328| 60024830| 60032897| 60008467| 60019424| 60025626| 60003352,"Universidad de las Américas Puebla| Universidad Autónoma del Estado de México| Universidad Autónoma Metropolitana -Unidad Iztapalapa| Hospital Infantil de México Federico Gómez| Benemérita Universidad Autónoma de Puebla| Universidad de Sonora| Instituto Mexicano del Seguro Social| Texas Christian University| Universidad Autónoma del Estado de Morelos| Hospital General ""Dr. Manuel Gea González""",56830612800,55995939500,55995939500,-,Mexico| United States,2.0,1502| 1600| 2500| 2611| 3104| 3107,"Bioengineering| General Chemistry| General Materials Science| Modeling and Simulation| Condensed Matter Physics| Atomic and Molecular Physics, and Optics",4| 2,Natural Sciences| Engineering & Technology,219| 431| 439| 409| 433,Engineering - Chemical| Mathematics| Physics & Astronomy| Chemistry| Materials Science,37| 36,Physical Sciences| Engineering,40| 51,Engineering| Physical Sciences,4018| 5104,Nanotechnology| Condensed matter physics,-,Magnetic Nanoparticles in Biomedical Applications,390,85.481,Magnetic Iron Oxide Nanoparticles in Biomedical Applications,728,98.401,Very Good,Internacional,9.0
"Hidalgo, S. S.",55588324400,Different food odors control brain connectivity in impulsive children,"de Celis-Alonso, B.| Hidalgo-Tobón, S.S.| Barragán-Pérez, E.| Castro-Sierra, E.| Dies-Suárez, P.| Garcia, J.| Moreno-Barbosa, E.| Arias-Carrión, O.",8.0,23008101500| 55588324400| 14629890500| 6602288483| 55990502300| 56233567400| 8884914300| 56013731500,2019.0,2019-01-01,CNS and Neurological Disorders - Drug Targets,18,1,63-77,-,ISSN-18715273,4500151409.0,Journal,Bentham Science Publishers B.V.,English,0.78,45,5.3,30,0.832,27,1.87,51.0,10.0,0.55,12.62,40.0,45.0,0.0,0.0,"de Celis-Alonso, B., Hidalgo-Tobón, S.S., Barragán-Pérez, E. and 5 more (...) (2019).Different food odors control brain connectivity in impulsive children. CNS and Neurological Disorders - Drug Targets,18(1) 63-77",https://www.scopus.com/record/display.url?eid=2-s2.0-85064686407&origin=resultslist,10.2174/1871527317666181105105113,Article,,2-s2.0-85064686407,30394220,"Benemerita Universidad Autonoma de Puebla| Universidad Autónoma Metropolitana| Hospital Infantil de Mexico Federico Gomez| University of Calgary| Hospital General ""Dr. Manuel Gea González""",505001| 505017| 505033| 501037| 715276,Medical| Academic,5.0,60024830| 60000328| 60028381| 60000953| 60002306| 60003352,"Benemérita Universidad Autónoma de Puebla| Hospital Infantil de México Federico Gómez| Universidad Autónoma Metropolitana -Unidad Iztapalapa| Cumming School of Medicine| University of Calgary| Hospital General ""Dr. Manuel Gea González""",23008101500,56013731500,23008101500,-,Mexico| Canada,2.0,2800| 3004,General Neuroscience| Pharmacology,5,Life Sciences & Medicine,532| 537,Medicine| Pharmacy & Pharmacology,34,Medical and Health,31| 32,Biological Sciences| Biomedical And Clinical Sciences,3109| 3209| 3214,Zoology| Neurosciences| Pharmacology and pharmaceutical sciences,SDG 3,Olfactory and Drug Delivery Innovations in Health,800,58.208,Olfactory and Trigeminal Responses in Human Perception,8011,87.479,Defensible,Internacional,4.0
"Hidalgo, S. S.",55588324400,Fabrication of a multifunctional magnetic-fluorescent material for medical applications,"Arteaga-Cardona, F.| Estévez, J.O.| Méndez-Rojas, M.A.| Hidalgo-Tobón, S.| Dies-Suarez, P.| Silva-González, N.R.| Gracia Y Jiménez, J.M.| Cherr, G.N.| Salazar-Kuri, U.",9.0,56830612800| 25649592400| 55995939500| 55588324400| 55990502300| 57204537946| 57216293253| 7006425189| 55228728700,2020.0,2020-04-14,Dalton Transactions,49,14,4376-4389,-,ISSN-14779226,9500153949.0,Journal,Royal Society of Chemistry,English,0.86,41,6.7,14,0.98,16,0.91,23.0,7.0,0.35,11.42,47.0,55.0,0.0,0.0,"Arteaga-Cardona, F., Estévez, J.O., Méndez-Rojas, M.A. and 6 more (...) (2020).Fabrication of a multifunctional magnetic-fluorescent material for medical applications. Dalton Transactions,49(14) 4376-4389",https://www.scopus.com/record/display.url?eid=2-s2.0-85083042602&origin=resultslist,10.1039/c9dt04823e,Article,,2-s2.0-85083042602,32167517,Benemerita Universidad Autonoma de Puebla| Universidad Autónoma Metropolitana| Hospital Infantil de Mexico Federico Gomez| Universidad de las Americas Puebla| Universidad Nacional Autónoma de México| University of California at Davis,505001| 505017| 505033| 505055| 505023| 508260,Medical| Academic,6.0,60024830| 60032442| 60031120| 60028381| 60000328| 60014439| 60000000,"Benemérita Universidad Autónoma de Puebla| Universidad Nacional Autónoma de México| Universidad de las Américas Puebla| Universidad Autónoma Metropolitana -Unidad Iztapalapa| Hospital Infantil de México Federico Gómez| University of California, Davis| Bodega Marine Laboratory",56830612800,55228728700,-,-,Mexico| United States,2.0,1604,Inorganic Chemistry,4,Natural Sciences,409,Chemistry,37,Physical Sciences,34,Chemical Sciences,3402,Inorganic chemistry,-,Luminescent Phosphors and Upconversion Nanomaterials Applications,58,96.01,Nanoparticle Photoluminescence in Europium-Doped Materials,8781,82.334,Weak,Internacional,5.0
"Hidalgo, S. S.",55588324400,Tractography of the spider monkey (Ateles geoffroyi) corpus callosum using diffusion tensor magnetic resonance imaging,"Platas-Neri, D.| Hidalgo-Tobón, S.| Da Celis Alonso, B.| De León, F.C.-P.| Muñoz-Delgado, J.| Phillips, K.A.",6.0,27867946200| 55588324400| 56525314300| 35887566900| 6603584273| 7201518165,2015.0,2015-02-18,PLoS ONE,10,2,-,e0117367,ISSN-19326203,10600153309.0,Journal,Public Library of Science,English,1.16,21,5.6,10,1.427,12,1.41,38.0,6.0,0.25,16.25,51.0,58.0,0.0,0.0,"Platas-Neri, D., Hidalgo-Tobón, S., Da Celis Alonso, B. and 3 more (...) (2015).Tractography of the spider monkey (Ateles geoffroyi) corpus callosum using diffusion tensor magnetic resonance imaging. PLoS ONE,10(2) ",https://www.scopus.com/record/display.url?eid=2-s2.0-84923295032&origin=resultslist,10.1371/journal.pone.0117367,Article,Gold|Green,2-s2.0-84923295032,25693078,Instituto Nacional de Psiquiatria Ramon de la Fuente| Benemerita Universidad Autonoma de Puebla| Universidad Autonoma del Estado de Morelos| Universidad Autónoma Metropolitana| Trinity University| Hospital Infantil de Mexico Federico Gomez| Universidad Nacional Autónoma de México,505042| 505001| 505016| 505017| 508720| 505033| 505023,Medical| Academic| Government,7.0,60025626| 60000328| 60028381| 60024830| 60001818| 60032442| 60023197,Universidad Autónoma del Estado de Morelos| Hospital Infantil de México Federico Gómez| Universidad Autónoma Metropolitana -Unidad Iztapalapa| Benemérita Universidad Autónoma de Puebla| Instituto Nacional de Psiquiatría Ramon de la Fuente| Universidad Nacional Autónoma de México| Trinity University,27867946200,7201518165,-,-,Mexico| United States,2.0,1000,Multidisciplinary,-,-,-,-,-,-,MD,Multidisciplinary,MD,Multidisciplinary,-,Functional Imaging Techniques in Brain Connectivity,97,91.498,Interhemispheric Communication and Corpus Callosum Insights,28211,64.704,Defensible,Internacional,6.0
"Hidalgo, S. S.",55588324400,Brain connectivity in ateles geoffroyi: Resting-state functional magnetic resonance imaging of working memory and executive control,"Platas-Neri, D.| Hidalgo-Tobón, S.| Chico-Ponce De León, F.| Muñoz-Delgado, J.| Phillips, K.A.| Téllez-Alanís, B.| Villanueva-Valle, J.| De Celis Alonso, B.",8.0,27867946200| 55588324400| 6602232441| 6603584273| 7201518165| 6508285620| 56724171800| 23008101500,2019.0,2019-07-01,"Brain, Behavior and Evolution",93,1,19-33,-,ISSN-00068977,14323.0,Journal,S. Karger AG,English,0.77,46,3.5,55,0.845,45,0.83,23.0,6.0,0.27,10.93,50.0,60.0,0.0,0.0,"Platas-Neri, D., Hidalgo-Tobón, S., Chico-Ponce De León, F. and 5 more (...) (2019).Brain connectivity in ateles geoffroyi: Resting-state functional magnetic resonance imaging of working memory and executive control. Brain, Behavior and Evolution,93(1) 19-33",https://www.scopus.com/record/display.url?eid=2-s2.0-85065626149&origin=resultslist,10.1159/000499177,Article,Bronze,2-s2.0-85065626149,31039559,Instituto Nacional de Psiquiatria Ramon de la Fuente| Benemerita Universidad Autonoma de Puebla| Universidad Autonoma del Estado de Morelos| Universidad Autónoma Metropolitana| Trinity University| Hospital Infantil de Mexico Federico Gomez| Universidad Nacional Autónoma de México,505042| 505001| 505016| 505017| 508720| 505033| 505023,Medical| Academic| Government,7.0,60025626| 60000328| 60028381| 60001818| 60032442| 60023197| 116405758| 60024830,Universidad Autónoma del Estado de Morelos| Hospital Infantil de México Federico Gómez| Universidad Autónoma Metropolitana -Unidad Iztapalapa| Instituto Nacional de Psiquiatría Ramon de la Fuente| Universidad Nacional Autónoma de México| Trinity University| Centro de Investigación Transdisciplinar en Psicología| Benemérita Universidad Autónoma de Puebla,27867946200,23008101500,27867946200,-,Mexico| United States,2.0,2802| 2806,Behavioral Neuroscience| Developmental Neuroscience,5,Life Sciences & Medicine,532,Medicine,34,Medical and Health,32| 52| 31,Biomedical And Clinical Sciences| Psychology| Biological Sciences,-,-,-,Cognitive Mechanisms in Visual Perception and Memory,234,71.681,Neural Mechanisms of Working Memory in the Prefrontal Cortex,9043,87.569,Very Good,Internacional,6.0
"Hidalgo, S. S.",55588324400,Strategies for tonal and atonal musical interpretation in blind and normally sighted children: An fMRI study,"Guerrero Arenas, C.| Hidalgo Tobón, S.S.| Dies Suarez, P.| Barragán Pérez, E.| Castro Sierra, E.| García, J.| de Celis Alonso, B.",7.0,57188584682| 55588324400| 55990502300| 14629890500| 6602288483| 56233567400| 23008101500,2016.0,2016-04-01,Brain and Behavior,6,4,1-11,-,ISSN-21623279,21100286315.0,Journal,John Wiley and Sons Ltd,English,0.72,46,3.1,61,1.09,41,1.63,55.0,6.0,0.22,9.28,51.0,61.0,0.0,0.0,"Guerrero Arenas, C., Hidalgo Tobón, S.S., Dies Suarez, P. and 4 more (...) (2016).Strategies for tonal and atonal musical interpretation in blind and normally sighted children: An fMRI study. Brain and Behavior,6(4) 1-11",https://www.scopus.com/record/display.url?eid=2-s2.0-84961773002&origin=resultslist,10.1002/brb3.450,Article,Gold|Green,2-s2.0-84961773002,27066309,Benemerita Universidad Autonoma de Puebla| Universidad Autónoma Metropolitana| Northwestern University| Hospital Infantil de Mexico Federico Gomez| Universidad Nacional Autónoma de México,505001| 505017| 508175| 505033| 505023,Medical| Academic,5.0,60032442| 60000328| 60028381| 60013227| 60024830,Universidad Nacional Autónoma de México| Hospital Infantil de México Federico Gómez| Universidad Autónoma Metropolitana -Unidad Iztapalapa| Northwestern University Feinberg School of Medicine| Benemérita Universidad Autónoma de Puebla,57188584682,23008101500,23008101500,-,Mexico,1.0,2802,Behavioral Neuroscience,5,Life Sciences & Medicine,532,Medicine,34,Medical and Health,52| 32,Psychology| Biomedical And Clinical Sciences,3209| 3202| 5202,Neurosciences| Clinical sciences| Biological psychology,-,Music Therapy's Influence on Emotional and Cognitive Development,1203,35.317,Cognitive and Auditory Dimensions of Musical Training,3032,96.207,Defensible,Nacional,4.0
"Hidalgo, S. S.",55588324400,Lisdexamfetamine alters BOLD-fMRI activations induced by odor cues in impulsive children,"Tobón, S.S.H.| Suárez, P.D.| Pérez, E.B.| López, J.M.H.| García, J.| Alonso, B.C.",6.0,55588324400| 59454832600| 59158501800| 55949375300| 56233567400| 23008101500,2020.0,2020-01-01,CNS and Neurological Disorders - Drug Targets,19,4,290-305,-,ISSN-18715273,4500151409.0,Journal,Bentham Science Publishers,English,0.94,36,6.8,19,0.923,27,0.76,20.0,3.0,0.16,12.43,62.0,68.0,0.0,1.0,"Tobón, S.S.H., Suárez, P.D., Pérez, E.B. and 3 more (...) (2020).Lisdexamfetamine alters BOLD-fMRI activations induced by odor cues in impulsive children. CNS and Neurological Disorders - Drug Targets,19(4) 290-305",https://www.scopus.com/record/display.url?eid=2-s2.0-85090918427&origin=resultslist,10.2174/1871527319666200613222502,Article,,2-s2.0-85090918427,32533819,Benemerita Universidad Autonoma de Puebla| Universidad Autónoma Metropolitana| University of Calgary,505001| 505017| 501037,Academic,3.0,100597302| 60028381| 60024830| 60002306,Infant Hospital of Mexico| Universidad Autónoma Metropolitana -Unidad Iztapalapa| Benemérita Universidad Autónoma de Puebla| University of Calgary,55588324400,23008101500,23008101500,-,Mexico| Canada,2.0,2800| 3004,General Neuroscience| Pharmacology,5,Life Sciences & Medicine,532| 537,Medicine| Pharmacy & Pharmacology,34,Medical and Health,31| 32,Biological Sciences| Biomedical And Clinical Sciences,3209| 3109| 3214,Neurosciences| Zoology| Pharmacology and pharmaceutical sciences,-,Olfactory and Drug Delivery Innovations in Health,800,58.208,Olfactory and Trigeminal Responses in Human Perception,8011,87.479,Defensible,Internacional,2.0
"Hidalgo, S. S.",55588324400,Reference Range of Quantitative MRI Metrics Corrected T1 and Liver Fat Content in Children and Young Adults: Pooled Participant Analysis,"Shumbayawonda, E.| Beyer, C.| de Celis Alonso, B.| Hidalgo-Tobon, S.| López-Martínez, B.| Klunder-Klunder, M.| Miranda-Lora, A.L.| Thomas, E.L.| Bell, J.D.| Breen, D.J.| Janowski, K.| Pronicki, M.| Grajkowska, W.| Wozniak, M.| Jurkiewicz, E.| Banerjee, R.| Socha, P.| So, P.-W.",18.0,57193804512| 57222711706| 23008101500| 55588324400| 35580841500| 56013570600| 55345421300| 57203634327| 7404446013| 7006393488| 57192811046| 6602246000| 15044394300| 14039685600| 12801083900| 54786180500| 7003914162| 7102823669,2024.0,2024-10-01,Children,11,10,-,1230,ISSN-22279067,21101055706.0,Journal,Multidisciplinary Digital Publishing Institute (MDPI),English,0.95,33,3.8,28,0.674,29,0.37,4.0,2.0,0.7,2.84,45.0,39.0,0.0,0.0,"Shumbayawonda, E., Beyer, C., de Celis Alonso, B. and 15 more (...) (2024).Reference Range of Quantitative MRI Metrics Corrected T1 and Liver Fat Content in Children and Young Adults: Pooled Participant Analysis. Children,11(10) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85207716051&origin=resultslist,10.3390/children11101230,Article,Gold|Green,2-s2.0-85207716051,-,Benemerita Universidad Autonoma de Puebla| Universidad Autónoma Metropolitana| University of Westminster| Perspectum Ltd.| King's College London| University Hospital Southampton NHS Foundation Trust| Children's Memorial Health Institute,505001| 505017| 315111| 713507| 315026| 701988| 327044,Medical| Academic| Corporate,7.0,60278911| 60024830| 130115536| 60014923| 60028381| 131877417| 60000508| 60000703| 60087496| 60011520,"Perspectum Ltd| Benemérita Universidad Autónoma de Puebla| Children’s Hospital of Mexico Federico Gómez| Universidad Autónoma Metropolitana| Universidad Autónoma Metropolitana -Unidad Iztapalapa| Latin American Society for Pediatric Gastroenterology| University of Westminster| University Hospital Southampton NHS Foundation Trust| Instytut ""Pomnik - Centrum Zdrowia Dziecka""| King's College London",57193804512,7102823669,57193804512,-,United Kingdom| Mexico| Poland,3.0,2735,"Pediatrics, Perinatology and Child Health",5,Life Sciences & Medicine,532,Medicine,34,Medical and Health,32| 42,Biomedical And Clinical Sciences| Health Sciences,3213| 4206,Paediatrics| Public health,-,Non-Alcoholic Fatty Liver Disease and Fibrosis Insights,483,91.105,T1ρ Imaging Techniques for Liver Fibrosis Assessment,63757,72.951,Definitive,Internacional,2.0
