Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Ruiz, A. M.Escobar",57225710166,Two-body neutral Coulomb system in a magnetic field at rest: From hydrogen atom to positronium,"Del Valle, J.C.| Turbiner, A.V.| Ruiz, A.M.E.",3.0,57204178269| 7003426751| 57225710166,2021.0,2021-03-01,Physical Review A,103,3,-,032820,ISSN-24699926,21100874237.0,Journal,American Physical Society,English,0.98,33,5.7,26,1.183,16,0.94,17.0,7.0,0.44,11.36,44.0,51.0,0.0,0.0,"Del Valle, J.C., Turbiner, A.V., Ruiz, A.M.E. (2021).Two-body neutral Coulomb system in a magnetic field at rest: From hydrogen atom to positronium. Physical Review A,103(3) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85103633477&origin=resultslist,10.1103/PhysRevA.103.032820,Article,Green,2-s2.0-85103633477,-,Universidad Autónoma Metropolitana| Universidad Nacional Autónoma de México,505017| 505023,Academic,2.0,60032442| 60007179| 60028381,Universidad Nacional Autónoma de México| Instituto de Ciencias Nucleares de la UNAM| Universidad Autónoma Metropolitana -Unidad Iztapalapa,57204178269,57225710166,-,-,Mexico,1.0,3107,"Atomic and Molecular Physics, and Optics",4,Natural Sciences,439,Physics & Astronomy,37,Physical Sciences,51,Physical Sciences,5102| 5108| 5104,"Atomic, molecular and optical physics| Quantum physics| Condensed matter physics",-,Gamma-Ray Emissions and Stellar Evolution Insights,100,77.632,Magnetic Field Effects on Atomic Ground States,28620,47.3,Very Good,Nacional,2.0
