Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Sánchez, Miguel A.García",55574242611,"Enhanced photocatalytic degradation of the herbicide 2,4-dichlorophenoxyacetic acid by Pt/TiO2–SiO2 nanocomposites","González, A.E.| Asomoza, M.| Solís, S.| Sánchez, M.A.G.| Cipagauta-Díaz, S.",5.0,57190151020| 6701589622| 6701337224| 55574242611| 57195313535,2020.0,2020-10-01,"Reaction Kinetics, Mechanisms and Catalysis",131,1,489-503,-,ISSN-18785190,19500157076.0,Journal,Springer Science+Business Media B.V.,English,0.68,52,2.9,59,0.398,59,1.13,38.0,22.0,0.66,16.63,22.0,39.0,0.0,0.0,"González, A.E., Asomoza, M., Solís, S. and 2 more (...) (2020).Enhanced photocatalytic degradation of the herbicide 2,4-dichlorophenoxyacetic acid by Pt/TiO2–SiO2 nanocomposites. Reaction Kinetics, Mechanisms and Catalysis,131(1) 489-503",https://www.scopus.com/record/display.url?eid=2-s2.0-85090782033&origin=resultslist,10.1007/s11144-020-01865-x,Article,,2-s2.0-85090782033,-,Consejo Nacional de Ciencia y Tecnologia Mexico| Universidad Autónoma Metropolitana,704696| 505017,Government| Academic,2.0,60028381| 60027998,"Universidad Autónoma Metropolitana -Unidad Iztapalapa| Secretaría de Ciencia, Humanidades, Tecnología e Innovación",57190151020,57195313535,57190151020,-,Mexico,1.0,1503| 1606,Catalysis| Physical and Theoretical Chemistry,2| 4,Engineering & Technology| Natural Sciences,409| 249| 219,Chemistry| Engineering - Petroleum| Engineering - Chemical,36| 37,Engineering| Physical Sciences,34,Chemical Sciences,3406,Physical chemistry,SDG 6,Photocatalytic Properties of Titanium Dioxide Structures,62,94.768,Mesoporous Titanium Dioxide Photocatalysts for Environmental Applications,86323,65.968,Defensible,Nacional,2.0
