Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Wallenius, Carlos A.Rodríguez",57370150100,"Multiple crises, neo-developmentalism, and megaprojects in Mexico’s southeast region","Wallenius, C.A.R.",1.0,57370150100,2021.0,2021-01-01,Regions and Cohesion,11,3,33-53,-,ISSN-2152906X,21100448230.0,Journal,Berghahn Journals,Spanish,0.46,67,0.7,57,0.203,57,0.7,16.0,1.0,0.11,9.14,73.0,74.0,0.0,0.0,"Wallenius, C.A.R. (2021).Multiple crises, neo-developmentalism, and megaprojects in Mexico’s southeast region. Regions and Cohesion,11(3) 33-53",https://www.scopus.com/record/display.url?eid=2-s2.0-85120998996&origin=resultslist,10.3167/reco.2021.110304,Article,Gold,2-s2.0-85120998996,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60014923| 60010210,Universidad Autónoma Metropolitana| Universidad Autónoma Metropolitana Unidad Xochimilco,-,-,57370150100,57370150100,Mexico,1.0,2306| 3305| 3320,"Global and Planetary Change| Geography, Planning and Development| Political Science and International Relations",2| 3,Engineering & Technology| Social Sciences & Management,424| 425| 340,Environmental Sciences| Geography| Politics & International Studies,40| 37,Social Sciences| Physical Sciences,33| 44,Built Environment And Design| Human Society,4404| 4407| 3304,Development studies| Policy and administration| Urban and regional planning,SDG 8| SDG 9| SDG 10,"Indigenous Rights, Autonomy, and Resource Management",1482,9.68,Mining Conflicts and Environmental Challenges in Mexico,70225,33.073,Very Good,Personal,1.0
