Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Cortina Bello, Alí",57207925185,Bufo alvarius: Literary evidence and controversies surrounding its traditional use,"Horák, M.| Mateos Segovia, E.| Cortina Bello, A.",3.0,56831155100| 56764628900| 57207925185,2019.0,2019-01-01,Medicina Naturista,13,1,43-49,-,ISSN-15763080,21100197966.0,Journal,Sociedad Europea De Medicina Naturista Clasica. Seccion Espanola,Spanish,0.35,76,0.5,75,0.189,64,1.62,37.0,4.0,0.0,5.33,57.0,75.0,0.0,0.0,"Horák, M., Mateos Segovia, E., Cortina Bello, A. (2019).Bufo alvarius: Literary evidence and controversies surrounding its traditional use. Medicina Naturista,13(1) 43-49",https://www.scopus.com/record/display.url?eid=2-s2.0-85063303171&origin=resultslist,-,Article,,2-s2.0-85063303171,-,Instituto Nacional de Antropología e Historia| Mendel University in Brno| Universidad Autónoma Metropolitana,713803| 308007| 505017,Academic,3.0,60004261| 60092761| 60024080,"Mendelova Univerzita v Brně| Instituto Nacional de Antropología e Historia, Mexico| Universidad Autónoma Metropolitana Unidad Cuajimalpa",56831155100,57207925185,-,-,Mexico| Czech Republic,2.0,2707| 3602| 3612,"Complementary and Alternative Medicine| Chiropractics| Physical Therapy, Sports Therapy and Rehabilitation",5,Life Sciences & Medicine,343| 532,Sports-related Subjects| Medicine,34,Medical and Health,32| 42,Biomedical And Clinical Sciences| Health Sciences,4208| 4204| 3210,"Traditional, complementary and integrative medicine| Midwifery| Nutrition and dietetics",-,Psychoactive Substances and Forensic Toxicology Insights,803,71.092,"Ayahuasca and N,N-Dimethyltryptamine in Therapeutic Contexts",12340,84.316,Very Good,Internacional,2.0
