Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Sánchez, Ricardo Corona",59370142700,Air-Stable Triazole-Based Ru(II) Complexes Catalyzed Transfer Hydrogenation of Ketones and Aldehydes Using Ethanol as a Solvent and a Hydrogen Donor,"Sánchez, E.V.| Sánchez, R.C.| Gutiérrez-Carrillo, A.| Rincón-Guevara, M.A.| González-Sebastián, L.",5.0,59369690800| 59370142700| 6505811955| 57193608846| 36344679300,2024.0,2024-10-03,Journal of the Mexican Chemical Society,68,4,545-558,-,ISSN-1870249X,19700174729.0,Journal,Sociedad Quimica de Mexico A.C.,English,0.33,77,2.1,64,0.221,73,0.27,4.0,1.0,0.09,10.89,56.0,70.0,0.0,0.0,"Sánchez, E.V., Sánchez, R.C., Gutiérrez-Carrillo, A. and 2 more (...) (2024).Air-Stable Triazole-Based Ru(II) Complexes Catalyzed Transfer Hydrogenation of Ketones and Aldehydes Using Ethanol as a Solvent and a Hydrogen Donor. Journal of the Mexican Chemical Society,68(4) 545-558",https://www.scopus.com/record/display.url?eid=2-s2.0-85206581238&origin=resultslist,10.29356/jmcs.v68i4.2308,Article,Gold,2-s2.0-85206581238,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60014923,Universidad Autónoma Metropolitana,59369690800,36344679300,36344679300,-,Mexico,1.0,1600,General Chemistry,4,Natural Sciences,409,Chemistry,37,Physical Sciences,34,Chemical Sciences,3404| 3406| 3405,Medicinal and biomolecular chemistry| Physical chemistry| Organic chemistry,-,Catalytic Innovations in Asymmetric Synthesis and Characterization,939,30.477,Catalytic Innovations in Asymmetric Hydrogenation of Ketones,6424,91.322,Definitive,UAM,1.0
