Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Ramírez-Ortíz, Jorge Luis",57190165253,On the complexity and performance of the information dispersal algorithm,"Marcelín-Jiménez, R.| Ramírez-Ortíz, J.L.| de la Colina, E.R.| Pascoe-Chalke, M.| González-Compeán, J.L.",5.0,14119987900| 57190165253| 57192667523| 57225068962| 57213190221,2020.0,2020-01-01,IEEE Access,8,-,159284-159290,-,ISSN-21693536,21100374601.0,Journal,Institute of Electrical and Electronics Engineers Inc.,English,1.43,15,4.8,13,0.587,22,0.3,10.0,7.0,0.4,12.57,47.0,52.0,0.0,0.0,"Marcelín-Jiménez, R., Ramírez-Ortíz, J.L., de la Colina, E.R. and 2 more (...) (2020).On the complexity and performance of the information dispersal algorithm. IEEE Access,8159284-159290",https://www.scopus.com/record/display.url?eid=2-s2.0-85102771987&origin=resultslist,10.1109/ACCESS.2020.3020501,Article,Gold|Green,2-s2.0-85102771987,-,Centro de Investigacion y de Estudios Avanzados del Instituto Politécnico Nacional| Universidad Autónoma Metropolitana,505002| 505017,Government| Academic,2.0,60014923| 60017323,Universidad Autónoma Metropolitana| Centro de Investigacion y de Estudios Avanzados del Instituto Politécnico Nacional,14119987900,57213190221,14119987900,-,Mexico,1.0,1700| 2200| 2208| 2500,General Computer Science| General Engineering| Electrical and Electronic Engineering| General Materials Science,2,Engineering & Technology,249| 221| 212| 433,Engineering - Petroleum| Engineering - Electrical & Electronic| Computer Science & Information Systems| Materials Science,36| 38,Engineering| Computer Science,40| 46,Engineering| Information And Computing Sciences,-,-,-,Cloud Computing and Data Security,150,85.677,Cloud Storage Frameworks for Data Management,58475,56.033,Very Good,Nacional,2.0
