Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Martínez-Montiel, L.",56488065600,Rapid mineralisation of the Organic Fraction of Municipal Solid Waste,"Martínez-Valdez, F.J.| Martínez-Ramírez, C.| Martínez-Montiel, L.| Favela-Torres, E.| Soto-Cruz, N.O.| Ramírez-Vives, F.| Saucedo-Castañeda, G.",7.0,56487976700| 25936525900| 56488065600| 6603679732| 6506122195| 55519994800| 56013743400,2015.0,2015-03-01,Bioresource Technology,180,-,112-118,-,ISSN-09608524,15423.0,Journal,Elsevier Ltd,English,1.93,6,9.2,1,2.243,2,0.84,46.0,28.0,0.59,11.96,21.0,42.0,0.0,0.0,"Martínez-Valdez, F.J., Martínez-Ramírez, C., Martínez-Montiel, L. and 4 more (...) (2015).Rapid mineralisation of the Organic Fraction of Municipal Solid Waste. Bioresource Technology,180112-118",https://www.scopus.com/record/display.url?eid=2-s2.0-84921329881&origin=resultslist,10.1016/j.biortech.2014.12.083,Article,,2-s2.0-84921329881,25594506,Universidad Autónoma Metropolitana,505017,Academic,1.0,60028381| 108198492,Universidad Autónoma Metropolitana -Unidad Iztapalapa| Durango Institute of Technology (ITD),56487976700,56013743400,56013743400,-,Mexico,1.0,1502| 2105| 2305| 2311,"Bioengineering| Renewable Energy, Sustainability and the Environment| Environmental Engineering| Waste Management and Disposal",2| 3,Engineering & Technology| Social Sciences & Management,221| 219| 424,Engineering - Electrical & Electronic| Engineering - Chemical| Environmental Sciences,37| 36,Physical Sciences| Engineering,31| 30,"Biological Sciences| Agricultural, Veterinary And Food Sciences",3001| 3107| 3106,Agricultural biotechnology| Microbiology| Industrial biotechnology,SDG 11| SDG 12,Heavy Metal Pollution and Organic Waste Management,615,87.835,Compost Dynamics in Organic Waste Management,246,99.758,Definitive,UAM,1.0
