Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Rosa Ma, Espinosa Valdemar",57196035396,"Generation, legislation and valorization of plastic waste in Latin America","Alethia, V.M.| Maribel, V.P.| Rosa Ma, E.V.| Marcos, M.C.| Saúl, H.I.| María Yolanda Leonor, O.G.| Hamilcar José, A.F.",7.0,56013551100| 57196036819| 57196035396| 57196032122| 57196029679| 57196031641| 57196031686,2016.0,2016-01-01,Revista Internacional de Contaminacion Ambiental,32,-,63-76,-,ISSN-01884999,25279.0,Journal,"Centro de Ciencias de la Atmosfera, UNAM",English| Spanish,0.39,71,0.7,76,0.19,72,3.1,303.0,4.0,0.09,11.53,58.0,69.0,0.0,0.0,"Alethia, V.M., Maribel, V.P., Rosa Ma, E.V. and 4 more (...) (2016).Generation, legislation and valorization of plastic waste in Latin America. Revista Internacional de Contaminacion Ambiental,3263-76",https://www.scopus.com/record/display.url?eid=2-s2.0-85031103379&origin=resultslist,10.20937/RICA.2016.32.05.05,Article,Gold,2-s2.0-85031103379,-,Universidad Autónoma Metropolitana| Universidade Federal da Paraíba| Instituto Politécnico Nacional,505017| 602020| 505011,Academic,3.0,60023193| 60019176| 60011324,Universidad Autónoma Metropolitana - Azcapotzalco| Instituto Politécnico Nacional| Universidade Federal da Paraíba,56013551100,57196031686,56013551100,-,Mexico| Brazil,2.0,2310| 2311,Pollution| Waste Management and Disposal,3,Social Sciences & Management,424,Environmental Sciences,37,Physical Sciences,40| 41,Engineering| Environmental Sciences,4105| 4004| 4104,Pollution and contamination| Chemical engineering| Environmental management,SDG 9| SDG 11| SDG 12,Democracy and Justice in Latin American Politics,1491,3.532,Industrial Heritage and Urban Transformation in Chile,39445,33.989,Definitive,Internacional,2.0
