Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Mendoza-Muñoz, Nayely",58248643800,Sorption of Total Petroleum Hydrocarbons in Microplastics,"Cruz-Salas, A.A.| Velasco-Pérez, M.| Mendoza-Muñoz, N.| Vázquez-Morillas, A.| Beltrán-Villavicencio, M.| Alvarez-Zeferino, J.C.| Ojeda-Benítez, S.",7.0,57213198371| 55213593300| 58248643800| 56013551100| 20733774800| 57188965604| 55993693000,2023.0,2023-05-01,Polymers,15,9,-,2050,ISSN-20734360,54222.0,Journal,MDPI,English,1.1,23,8,19,0.8,21,1.26,27.0,14.0,1.04,13.41,17.0,28.0,0.0,0.0,"Cruz-Salas, A.A., Velasco-Pérez, M., Mendoza-Muñoz, N. and 4 more (...) (2023).Sorption of Total Petroleum Hydrocarbons in Microplastics. Polymers,15(9) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85159325879&origin=resultslist,10.3390/polym15092050,Article,Gold|Green,2-s2.0-85159325879,-,Universidad Autonoma de Baja California| Universidad Autónoma Metropolitana,505046| 505017,Academic,2.0,60023193| 60014923| 60005618,Universidad Autónoma Metropolitana - Azcapotzalco| Universidad Autónoma Metropolitana| Universidad Autónoma de Baja California,57213198371,55993693000,55213593300,-,Mexico,1.0,1600| 2507,General Chemistry| Polymers and Plastics,4,Natural Sciences,433| 409,Materials Science| Chemistry,37| 36,Physical Sciences| Engineering,40| 34,Engineering| Chemical Sciences,-,-,SDG 14,Biodegradable Polymers and Microplastics in Environment,333,99.673,Microplastics as Environmental Pollutants and Risks,8,100,Definitive,Nacional,2.0
