Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Martínez, Sarayth",57211535576,Heavy metal assimilation in maize (Zea mays L.) plants growing near mine tailings,"Armienta, M.A.| Beltrán, M.| Martínez, S.| Labastida, I.",4.0,7003338266| 36823378500| 57211535576| 25650180400,2020.0,2020-08-01,Environmental Geochemistry and Health,42,8,2361-2375,-,ISSN-02694042,20992.0,Journal,Springer,English,1.25,21,5.6,13,0.855,21,2.02,67.0,36.0,1.61,14.9,13.0,16.0,0.0,0.0,"Armienta, M.A., Beltrán, M., Martínez, S. and 1 more (...) (2020).Heavy metal assimilation in maize (Zea mays L.) plants growing near mine tailings. Environmental Geochemistry and Health,42(8) 2361-2375",https://www.scopus.com/record/display.url?eid=2-s2.0-85074334669&origin=resultslist,10.1007/s10653-019-00424-1,Article,,2-s2.0-85074334669,31583503,Universidad Autónoma Metropolitana| Universidad Nacional Autónoma de México,505017| 505023,Academic,2.0,60032442| 60023193,Universidad Nacional Autónoma de México| Universidad Autónoma Metropolitana - Azcapotzalco,7003338266,25650180400,7003338266,-,Mexico,1.0,1906| 2300| 2304| 2305| 2312,Geochemistry and Petrology| General Environmental Science| Environmental Chemistry| Environmental Engineering| Water Science and Technology,4| 2,Natural Sciences| Engineering & Technology,424| 247| 416| 249,Environmental Sciences| Engineering - Mineral & Mining| Earth & Marine Sciences| Engineering - Petroleum,37,Physical Sciences,42| 41| 37,Health Sciences| Environmental Sciences| Earth Sciences,4206| 4105| 3703,Public health| Pollution and contamination| Geochemistry,-,Arsenic Contamination in Soil and Water Systems,225,93.787,Phytoremediation Strategies for Heavy Metal Contamination,795,99.304,Defensible,Nacional,2.0
