Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Panke, Luciana",57191511412,Women in power: Aspects of women's speeches in electoral campaigns,"Panke, L.| Iasulaitis, S.",2.0,57191511412| 57191515472,2016.0,2016-01-01,Opiniao Publica,22,2,385-417,-,ISSN-01046276,5100154603.0,Journal,Universidade Estadual de Campinas,Portuguese,1.18,21,0.4,74,0.369,41,1.21,52.0,3.0,0.19,5.32,62.0,63.0,0.0,0.0,"Panke, L., Iasulaitis, S. (2016).Women in power: Aspects of women's speeches in electoral campaigns. Opiniao Publica,22(2) 385-417",https://www.scopus.com/record/display.url?eid=2-s2.0-84991222198&origin=resultslist,10.1590/1807-01912016222385,Article,Gold|Green,2-s2.0-84991222198,-,Universidade Federal do Paraná| University of Coimbra| Universidad Autónoma Metropolitana| Complutense University| Universidade Federal de São Carlos,602040| 328011| 505017| 312012| 602033,Academic,5.0,60014923| 108084480| 60015043| 60013792| 60027282| 60106455| 60020985,"Universidad Autónoma Metropolitana| ECA-USP| Universidade Federal do Parana| Universidade Federal de São Carlos| Universidad Complutense de Madrid| University of Coimbra, Centre for Social Studies| Universidade de Coimbra",57191511412,57191515472,-,-,Mexico| Spain| Portugal| Brazil,4.0,3312,Sociology and Political Science,3,Social Sciences & Management,342,Sociology,40,Social Sciences,44,Human Society,4407| 4404| 4408,Policy and administration| Development studies| Political science,SDG 5| SDG 8,Media Influence on Political Communication Dynamics,181,89.339,Media Influence on Brazilian Political Dynamics,54519,35.067,Defensible,Internacional,1.0
