Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Andraca, Adriana",24170932500,On the temperature dependence of the Adam-Gibbs equation around the crossover region in the glass transition,"Duque, M.| Andraca, A.| Goldstein, P.| del Castillo, L.F.",4.0,57200515818| 24170932500| 55989692100| 24560622700,2018.0,2018-04-15,Physica A: Statistical Mechanics and its Applications,496,-,514-524,-,ISSN-03784371,29115.0,Journal,Elsevier B.V.,English,1.26,19,4,8,0.699,31,1.69,34.0,1.0,0.0,8.21,74.0,74.0,0.0,0.0,"Duque, M., Andraca, A., Goldstein, P. and 1 more (...) (2018).On the temperature dependence of the Adam-Gibbs equation around the crossover region in the glass transition. Physica A: Statistical Mechanics and its Applications,496514-524",https://www.scopus.com/record/display.url?eid=2-s2.0-85041486372&origin=resultslist,10.1016/j.physa.2017.12.001,Article,,2-s2.0-85041486372,-,Universidad Autónoma Metropolitana| Universidad Nacional Autónoma de México,505017| 505023,Academic,2.0,60032442| 60028381| 60005971,Universidad Nacional Autónoma de México| Universidad Autónoma Metropolitana -Unidad Iztapalapa| Instituto de Investigaciones en Materiales,57200515818,24560622700,55989692100,-,Mexico,1.0,2613| 3104,Statistics and Probability| Condensed Matter Physics,4| 2,Natural Sciences| Engineering & Technology,439| 344| 213| 431,Physics & Astronomy| Statistics & Operational Research| Data Science| Mathematics,37,Physical Sciences,49,Mathematical Sciences,4901| 4902,Applied mathematics| Mathematical physics,-,Dynamics of Liquid Glass Transition and Lithography,544,21.844,Dynamics and Fragility in Glass Transition Phenomena,1903,90.127,Definitive,Nacional,2.0
