Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Gálvez-Martínez, Erick",57221914865,"Catalytic evaluation of citrate-stabilized palladium nanoparticles in the Sonogashira reaction for the synthesis of 1,4-Bis[(trimethylsilyl)ethynyl]benzene","Gálvez-Martínez, E.| Aguilar-Granda, A.| Rodríguez-Molina, B.| Haro-Pérez, C.| Kozina, A.",5.0,57221914865| 57151486800| 56013723300| 6506542960| 36677460300,2021.0,2021-05-01,Catalysis Communications,153,-,-,106269,ISSN-15667367,22746.0,Journal,Elsevier B.V.,English,0.67,52,7,20,0.649,28,1.46,42.0,5.0,0.21,19.01,51.0,66.0,0.0,0.0,"Gálvez-Martínez, E., Aguilar-Granda, A., Rodríguez-Molina, B. and 2 more (...) (2021).Catalytic evaluation of citrate-stabilized palladium nanoparticles in the Sonogashira reaction for the synthesis of 1,4-Bis[(trimethylsilyl)ethynyl]benzene. Catalysis Communications,153",https://www.scopus.com/record/display.url?eid=2-s2.0-85100551790&origin=resultslist,10.1016/j.catcom.2020.106269,Article,Hybrid gold|Green,2-s2.0-85100551790,-,Universidad Autónoma Metropolitana| Universidad Nacional Autónoma de México,505017| 505023,Academic,2.0,60032442| 60023193,Universidad Nacional Autónoma de México| Universidad Autónoma Metropolitana - Azcapotzalco,57221914865,36677460300,36677460300,-,Mexico,1.0,1503| 1508| 1600,Catalysis| Process Chemistry and Technology| General Chemistry,4| 2,Natural Sciences| Engineering & Technology,409| 249| 219,Chemistry| Engineering - Petroleum| Engineering - Chemical,36| 37,Engineering| Physical Sciences,40| 34,Engineering| Chemical Sciences,3402| 4004,Inorganic chemistry| Chemical engineering,-,Palladium Catalysis in Cross-Coupling Reactions,667,63.898,Palladium Nanoparticles in Catalytic Reactions,807,97.456,Very Good,Nacional,2.0
