Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Ramírez, Mario",59811871600,Observed seismic intensities and damage pattern in central Mexico during intraslab earthquakes of 1999 (mw6.9) and 2017 (mw7.1),"Arroyo, D.| Singh, S.K.| Ordaz, M.| Meli, R.| Ramírez, M.",5.0,56000809800| 57202910559| 7004465619| 7006095901| 59811871600,2020.0,2020-01-01,Geofisica Internacional,59,2,83-100,-,ISSN-2954436X,27926.0,Journal,Universidad Nacional Autonoma de Mexico,Spanish,0.45,67,0.8,69,0.159,77,0.36,12.0,5.0,0.24,12.38,54.0,62.0,0.0,0.0,"Arroyo, D., Singh, S.K., Ordaz, M. and 2 more (...) (2020).Observed seismic intensities and damage pattern in central Mexico during intraslab earthquakes of 1999 (mw6.9) and 2017 (mw7.1). Geofisica Internacional,59(2) 83-100",https://www.scopus.com/record/display.url?eid=2-s2.0-85091829887&origin=resultslist,10.22201/IGEOF.00167169P.2020.59.2.2082,Article,Gold|Green,2-s2.0-85091829887,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60014923| 129324452,Universidad Autónoma Metropolitana| UNAM,56000809800,59811871600,56000809800,-,Mexico| Spain,2.0,1908| 2100,Geophysics| General Energy,4| 2,Natural Sciences| Engineering & Technology,416| 247| 249| 221| 451,Earth & Marine Sciences| Engineering - Mineral & Mining| Engineering - Petroleum| Engineering - Electrical & Electronic| Geophysics,37| 36,Physical Sciences| Engineering,37,Earth Sciences,3705| 3706,Geology| Geophysics,SDG 11,Seismic Response and Ground Motion Modeling Insights,1076,33.944,Seismic Ground Motion and Structural Resilience in Mexico,50198,52.014,Defensible,Internacional,1.0
