Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Callejas, José Luis González",57406482400,Universidades para el Bienestar Benito Juárez García: A Socio-Spatial Analysis of Coverage,"Callejas, J.L.G.| Mejía-Pérez, G.| González-Reyes, H.",3.0,57406482400| 57195952967| 57406828100,2021.0,2021-01-01,Revista Electronica de Investigacion Educativa,23,-,-,e27,ISSN-16074041,5000159706.0,Journal,Universidad Autonoma de Baja California,English| Spanish,0.85,41,1.9,43,0.319,58,0.3,11.0,3.0,0.25,7.9,60.0,63.0,0.0,3.0,"Callejas, J.L.G., Mejía-Pérez, G., González-Reyes, H. (2021).Universidades para el Bienestar Benito Juárez García: A Socio-Spatial Analysis of Coverage. Revista Electronica de Investigacion Educativa,23",https://www.scopus.com/record/display.url?eid=2-s2.0-85122583299&origin=resultslist,10.24320/REDIE.2021.23.E27.3733,Article,Gold|Green,2-s2.0-85122583299,-,Universidad Autónoma Metropolitana| Instituto Politécnico Nacional| Universidad Pedagógica Nacional,505017| 505011| 706140,Academic,3.0,60014923| 60107009| 60019176,"Universidad Autónoma Metropolitana| Universidad Pedagógica Nacional, Bogota| Instituto Politécnico Nacional",57406482400,57406828100,57406482400,-,Mexico| Colombia,2.0,3304,Education,3,Social Sciences & Management,318,Education & Training,41,Education Studies,40| 39,Engineering| Education,3902| 4010| 3903,"Education policy, sociology and philosophy| Engineering practice and education| Education systems",SDG 4,Internationalization and Quality in Higher Education Systems,908,60.432,Transformations in Mexican Higher Education Policies,26517,45.978,Very Good,Internacional,2.0
