Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Gómez González, Irma",57203520928,A Honey-Sealed Alliance: Mayan Beekeepers in the Yucatan Peninsula versus Transgenic Soybeans in Mexico's Last Tropical Forest,"Gómez González, I.",1.0,57203520928,2016.0,2016-10-01,Journal of Agrarian Change,16,4,728-736,-,ISSN-14710358,96592.0,Journal,Blackwell Publishing Ltd,English,1.77,8,4,3,1.581,3,1.77,41.0,20.0,1.03,4.88,27.0,28.0,0.0,4.0,"Gómez González, I. (2016).A Honey-Sealed Alliance: Mayan Beekeepers in the Yucatan Peninsula versus Transgenic Soybeans in Mexico's Last Tropical Forest. Journal of Agrarian Change,16(4) 728-736",https://www.scopus.com/record/display.url?eid=2-s2.0-84966430666&origin=resultslist,10.1111/joac.12160,Article,,2-s2.0-84966430666,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60010210,Universidad Autónoma Metropolitana Unidad Xochimilco,-,-,57203520928,57203520928,Mexico,1.0,1204| 2306| 3302| 3314,Archeology (arts and humanities)| Global and Planetary Change| Archeology| Anthropology,2| 3| 1,Engineering & Technology| Social Sciences & Management| Arts & Humanities,304| 105| 424,Anthropology| Archaeology| Environmental Sciences,33| 40| 37,Arts and Humanities| Social Sciences| Physical Sciences,43| 44| 38,"History, Heritage And Archaeology| Human Society| Economics",-,-,SDG 2,Cultural Dynamics and Social Integration in Latin America,1456,4.709,Transformations in Argentine Rural Agriculture Models,23351,44.774,Defensible,Personal,1.0
