Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Ramírez-De-La-Cruz, Aarón",57156427600,Retrieving and classifying instances of source code plagiarism,"Ganguly, D.| Jones, G.J.F.| Ramírez-de-la-Cruz, A.| Ramírez-de-la-Rosa, G.| Villatoro-Tello, E.",5.0,35107032700| 9133183900| 57156427600| 36473684500| 15043373400,2018.0,2018-02-01,Information Retrieval Journal,21,1,1-23,-,ISSN-13864564,15133.0,Journal,Springer Science and Business Media B.V.,English,-,-,4.4,10,0.337,40,1.74,55.0,20.0,1.87,8.57,27.0,14.0,0.0,0.0,"Ganguly, D., Jones, G.J.F., Ramírez-de-la-Cruz, A. and 2 more (...) (2018).Retrieving and classifying instances of source code plagiarism. Information Retrieval Journal,21(1) 1-23",https://www.scopus.com/record/display.url?eid=2-s2.0-85029455072&origin=resultslist,10.1007/s10791-017-9313-y,Article,,2-s2.0-85029455072,-,Taighde Éireann - Research Ireland| Universidad Autónoma Metropolitana| Dublin City University,703467| 505017| 319001,Academic,3.0,60118335| 60025059| 60024080,The ADAPT Centre| Dublin City University| Universidad Autónoma Metropolitana Unidad Cuajimalpa,35107032700,15043373400,35107032700,-,Mexico| Ireland,2.0,1710| 3309,Information Systems| Library and Information Sciences,3| 2,Social Sciences & Management| Engineering & Technology,329| 212,Library & Information Management| Computer Science & Information Systems,40| 38,Social Sciences| Computer Science,46,Information And Computing Sciences,-,-,-,Data Structures and Complexity Theory,735,19.032,Plagiarism Detection in Source Code Systems,34419,82.439,Definitive,Internacional,1.0
